key,0,1,2,3,4,5,6,7,8,9,10,11,12,13
89,2,243149,50,"fiole de sérum anti-paralysie de bête II",0,"fioles de sérum anti-paralysie de bête II",0,0,1,1,0,"Sérum anti-paralysie de bête II","Augmente la résistance à Paralysie de 100% pour vous et les alliés alentour.
Durée d'effet<Indent/>: 300s
Effet additionnel<Indent/>: restaure 50% des PV maximums si vous possédez un ruban écarlate.
Cet objet ne peut être utilisé que dans l'arène de combat.",""
90,2,243150,32,"fiole de sérum anti-cécité de bête I",0,"fiole de sérum anti-cécité de bête I",0,0,1,1,0,"Sérum anti-cécité de bête I","Augmente la résistance à Cécité de 100% pour le dresseur ou l'une de ses bêtes.
Durée d'effet<Indent/>: 180s
Effet additionnel<Indent/>: restaure 50% des PV maximums de la cible si vous possédez un ruban écarlate.
Cet objet ne peut être utilisé que dans l'arène de combat.",""
91,2,243151,50,"fiole de sérum anti-cécité de bête II",0,"fiole de sérum anti-cécité de bête II",0,0,1,1,0,"Sérum anti-cécité de bête II","Augmente la résistance à Cécité de 100% pour vous et les alliés alentour.
Durée d'effet<Indent/>: 300s
Effet additionnel<Indent/>: restaure 50% des PV maximums si vous possédez un ruban écarlate.
Cet objet ne peut être utilisé que dans l'arène de combat.",""
92,2,243152,32,"fiole de sérum anti-pétrification de bête I",0,"fioles de sérum anti-pétrification de bête I",0,0,1,1,0,"Sérum anti-pétrification de bête I","Augmente la résistance à Pétrification de 100% pour le dresseur ou l'une de se bêtes.
Durée d'effet<Indent/>: 180s
Effet additionnel<Indent/>: restaure 50% des PV maximums de la cible si vous possédez un ruban écarlate.
Cet objet ne peut être utilisé que dans l'arène de combat.",""
93,2,243153,50,"fiole de sérum anti-pétrification de bête II",0,"fioles de sérum anti-pétrification de bête II",0,0,1,1,0,"Sérum anti-pétrification de bête II","Augmente la résistance à Pétrification de 100% pour vous et les alliés alentour.
Durée d'effet<Indent/>: 300s
Effet additionnel<Indent/>: restaure 50% des PV maximums si vous possédez un ruban écarlate.
Cet objet ne peut être utilisé que dans l'arène de combat.",""
94,2,243154,32,"fiole de sérum anti-sommeil de bête I",0,"fioles de sérum anti-sommeil de bête I",0,0,1,1,0,"Sérum anti-sommeil de bête I","Augmente la résistance à Sommeil de 100% pour le dresseur ou l'une de ses bêtes.
Durée d'effet<Indent/>: 180s
Effet additionnel<Indent/>: restaure 50% des PV maximums de la cible si vous possédez un ruban écarlate.
Cet objet ne peut être utilisé que dans l'arène de combat.",""
95,2,243155,50,"fiole de sérum anti-sommeil de bête II",0,"fioles de sérum anti-sommeil de bête II",0,0,1,1,0,"Sérum anti-sommeil de bête II","Augmente la résistance à Sommeil de 100% pour vous et les alliés alentour.
Durée d'effet<Indent/>: 300s
Effet additionnel<Indent/>: restaure 50% des PV maximums si vous possédez un ruban écarlate.
Cet objet ne peut être utilisé que dans l'arène de combat.",""
96,2,243156,135,"sifflet de résurrection",0,"sifflets de résurrection",0,0,1,0,0,"Sifflet de résurrection","Ranime une bête hors de combat.
Cet objet ne peut être utilisé que sur le plateau de jeu.",""
97,2,243157,85,"bombe fumigène de bête",0,"bombes fumigènes de bête",0,0,1,1,0,"Bombe fumigène de bête","Permet d'éviter un af<SoftHyphen/>fron<SoftHyphen/>te<SoftHyphen/>ment, mais ne fonctionne pas contre les cibles d'élite ou les gardiens du plateau.
Vous pouvez choisir de l'utiliser juste avant le début d'un af<SoftHyphen/>fron<SoftHyphen/>te<SoftHyphen/>ment.",""
98,2,243158,221,"auréole de bête I",0,"auréoles de bête I",0,1,1,1,0,"Auréole de bête I","Vous octroie l'effet Auréole.
Auréole<Indent/>: offre 70% de chances de ressusciter au<SoftHyphen/>to<SoftHyphen/>ma<SoftHyphen/>ti<SoftHyphen/>que<SoftHyphen/>ment en cas de K.O.",""
99,2,243159,299,"auréole de bête II",0,"auréoles de bête II",0,1,1,1,0,"Auréole de bête II","Vous octroie l'effet Auréole.
Auréole<Indent/>: offre 95% de chances de ressusciter au<SoftHyphen/>to<SoftHyphen/>ma<SoftHyphen/>ti<SoftHyphen/>que<SoftHyphen/>ment en cas de K.O.",""
100,2,243160,32,"œil de voleur",0,"yeux de voleur",0,1,1,0,0,"Œil de voleur","Vous octroie l'effet Chances de butin augmentées.
Chances de butin augmentées<Indent/>: multiplie par 3 le taux d'objets lâchés par les adversaires au prochain af<SoftHyphen/>fron<SoftHyphen/>te<SoftHyphen/>ment.
Durée<Indent/>: 30m
Cet objet ne peut être utilisé que dans l'arène de combat.",""
101,2,243161,23,"œil de marchand",0,"yeux de marchand",0,1,1,0,0,"Œil de marchand","Vous octroie l'effet Jetons bestiaux augmentés.
Jetons bestiaux augmentés<Indent/>: multiplie par 2 le nombre de jetons bestiaux lâchés par les adversaires au prochain af<SoftHyphen/>fron<SoftHyphen/>te<SoftHyphen/>ment.
Durée<Indent/>: 30m
Cet objet ne peut être utilisé que dans l'arène de combat.",""
102,2,243162,47,"potion solidifiante de bête",0,"potions solidifiantes de bête",0,0,1,1,0,"Potion solidifiante de bête","Octroie l'effet Solidification au dresseur ou à une bête.
Solidification<Indent/>: réduit de 20% des dégâts subis.
Durée<Indent/>: 60s
Effet additionnel<Indent/>: la durée de l'effet passe à 90s si vous possédez un bouclier de glace.
Cet objet ne peut être utilisé que dans l'arène de combat.",""
103,2,243163,43,"potion abrégeante de bête",0,"potions abrégeantes de bête",0,0,1,1,0,"Potion abrégeante de bête","Octroie l'effet Rapidité au dresseur ou à une bête.
Rapidité<Indent/>: réduit de 15% le délai des attaques automatiques et les temps de lancement et de recharge des techniques d'arme et des sorts de magie.
Durée<Indent/>: 60s
Effet additionnel<Indent/>: la durée de l'effet passe à 90s si vous possédez des gants de voleur.
Cet objet ne peut être utilisé que dans l'arène de combat.",""
104,2,243164,36,"potion renforçante de bête",0,"potions renforçantes de bête",0,0,1,1,0,"Potion renforçante de bête","Octroie l'effet Force accrue au dresseur ou à une bête.
Force accrue<Indent/>: augmente de 30% les dégâts physiques infligés.
Durée<Indent/>: 15s
Cet objet ne peut être utilisé que dans l'arène de combat.",""
105,2,243165,88,"potion de force brutale de bête",0,"potions de force brutale de bête",0,0,1,1,0,"Potion de force brutale de bête","Inflige Étourdissement au dresseur ou à une bête, mais octroie l'effet Force accrue.
Durée d'Étourdissement<Indent/>: 15s
Force accrue<Indent/>: augmente de 45% les dégâts physiques infligés.
Durée de Force accrue<Indent/>: 30s
Cet objet ne peut être utilisé que dans l'arène de combat.",""
106,2,243166,23,"potion stimulante de bête",0,"potions stimulantes de bête",0,0,1,1,0,"Potion stimulante de bête","Octroie l'effet Magie accrue au dresseur ou à une bête.
Magie accrue<Indent/>: augmente de 30% les dégâts magiques infligés.
Durée<Indent/>: 15s
Cet objet ne peut être utilisé que dans l'arène de combat.",""
107,2,243167,50,"potion de magie brutale de bête",0,"potions de magie brutale de bête",0,0,1,1,0,"Potion de magie brutale de bête","Inflige Cauchemar au dresseur ou à une bête, mais octroie l'effet Magie accrue.
Durée de Cauchemar<Indent/>: 30s
Magie accrue<Indent/>: augmente de 50% les dégâts magiques infligés.
Durée de Magie accrue<Indent/>: 30s
Cet objet ne peut être utilisé que dans l'arène de combat.",""
108,2,243168,20,"potion focalisante de bête",0,"potions focalisantes de bête",0,0,1,1,0,"Potion focalisante de bête","Octroie l'effet Précision accrue au dresseur ou à une bête.
Précision accrue<Indent/>: augmente de 30% les chances de critiques.
Durée<Indent/>: 30s
Effet additionnel<Indent/>: la durée de l'effet passe à 60s si vous possédez des lunettes argentées.
Cet objet ne peut être utilisé que dans l'arène de combat.",""
109,2,243169,36,"potion de précision brutale de bête",0,"potions de précision brutale de bête",0,0,1,1,0,"Potion de précision brutale de bête","Inflige Pétrification au dresseur ou à une bête, mais octroie l'effet Précision accrue.
Durée de Pétrification<Indent/>: 15s
Précision accrue<Indent/>: augmente de 50% les chances de critique.
Durée de Précision accrue<Indent/>: 30s
Effet additionnel<Indent/>: la durée de l'effet passe à 60s si vous possédez des lunettes argentées.
Cet objet ne peut être utilisé que dans l'arène de combat.",""
110,2,243170,21,"potion évitante de bête",0,"potions évitantes de bête",0,0,1,1,0,"Potion évitante de bête","Octroie l'effet Esquive accrue au dresseur ou à une bête.
Esquive accrue<Indent/>: augmente de 25% l'esquive.
Durée<Indent/>: 30s
Cet objet ne peut être utilisé que dans l'arène de combat.",""
111,2,243171,36,"potion d'esquive brutale de bête",0,"potions d'esquive brutale de bête",0,0,1,1,0,"Potion d'esquive brutale de bête","Inflige Cécité au dresseur ou à une bête, mais octroie l'effet Esquive accrue.
Durée de Cécité<Indent/>: 30s
Esquive accrue<Indent/>: augmente de 25% l'esquive.
Durée d'Esquive accrue<Indent/>: 60s
Cet objet ne peut être utilisé que dans l'arène de combat.",""
112,2,243172,95,"potion énergisante de bête",0,"potions énergisantes de bête",0,0,1,1,0,"Potion énergisante de bête","Octroie l'effet Endurance accrue au dresseur ou à une bête et restaure 10% des PV.
Endurance accrue<Indent/>: augmente de 20% les PV maximums.
Durée<Indent/>: se termine à la fin du combat.
Cet objet ne peut être utilisé que dans l'arène de combat.",""
113,2,243173,140,"potion d'endurance brutale de bête",0,"potions d'endurance brutale de bête",0,0,1,1,0,"Potion d'endurance brutale de bête","Inflige Poison violent au dresseur ou à une bête, mais octroie l'effet Endurance accrue et restaure 10% des PV.
Durée de Poison violent<Indent/>: 180s
Endurance accrue<Indent/>: augmente de 30% les PV maximums.
Durée d'Endurance accrue<Indent/>: se termine à la fin du combat.
Cet objet ne peut être utilisé que dans l'arène de combat.",""
114,2,243174,225,"potion de vélocité de bête",0,"potions de vélocité de bête",0,0,1,1,0,"Potion de vélocité de bête","Vous octroie l'effet Breuvage de voleur.
Breuvage de voleur<Indent/>: augmente de 20% votre vitesse de déplacement, de 5% votre esquive, et de 100% votre résistance à Poison.
Durée<Indent/>: se termine à la fin du combat.
Cet objet ne peut être utilisé que dans l'arène de combat.",""
115,2,243175,43,"plume de bête",0,"plumes de bête",0,0,1,1,0,"Plume de bête","Augmente de 100 les PT du dresseur ou d'une bête.
Effet additionnel<Indent/>: augmente de 250 les PT si vous possédez une bague de soulagement.
Cet objet ne peut être utilisé que dans l'arène de combat.",""
116,2,243176,47,"remède anti-feu de bête I",0,"remèdes anti-feu de bête I",0,0,1,0,0,"Remède anti-feu de bête I","Vous octroie ainsi qu'aux alliés alentour l'effet Ignifuge.
Ignifuge<Indent/>: 50% de chances d'annuler les dégâts de feu et de les absorber.
Durée<Indent/>: 15s
Cet objet ne peut être utilisé que dans l'arène de combat.",""
117,2,243177,95,"remède anti-feu de bête II",0,"remèdes anti-feu de bête II",0,0,1,0,0,"Remède anti-feu de bête II","Vous octroie ainsi qu'aux alliés alentour l'effet Ignifuge.
Ignifuge<Indent/>: 70% de chances d'annuler les dégâts de feu et de les absorber.
Durée<Indent/>: 15s
Cet objet ne peut être utilisé que dans l'arène de combat.",""
118,2,243178,47,"remède anti-eau de bête I",0,"remèdes anti-eau de bête I",0,0,1,0,0,"Remède anti-eau de bête I","Vous octroie ainsi qu'aux alliés alentour l'effet Imperméabilité.
Imperméabilité<Indent/>: 50% de chances d'annuler les dégâts d'eau et de les absorber.
Durée<Indent/>: 15s
Cet objet ne peut être utilisé que dans l'arène de combat.",""
119,2,243179,95,"remède anti-eau de bête II",0,"remèdes anti-eau de bête II",0,0,1,0,0,"Remède anti-eau de bête II","Vous octroie ainsi qu'aux alliés alentour l'effet Imperméabilité.
Imperméabilité<Indent/>: 70% de chances d'annuler les dégâts d'eau et de les absorber.
Durée<Indent/>: 15s
Cet objet ne peut être utilisé que dans l'arène de combat.",""
120,2,243180,47,"remède anti-terre de bête I",0,"remèdes anti-terre de bête I",0,0,1,0,0,"Remède anti-terre de bête I","Vous octroie ainsi qu'aux alliés alentour l'effet Géofuge.
Géofuge<Indent/>: 50% de chances d'annuler les dégâts de terre et de les absorber.
Durée<Indent/>: 15s
Cet objet ne peut être utilisé que dans l'arène de combat.",""
121,2,243181,95,"remède anti-terre de bête II",0,"remèdes anti-terre de bête II",0,0,1,0,0,"Remède anti-terre de bête II","Vous octroie ainsi qu'aux alliés alentour l'effet Géofuge.
Géofuge<Indent/>: 70% de chances d'annuler les dégâts de terre et de les absorber.
Durée<Indent/>: 15s
Cet objet ne peut être utilisé que dans l'arène de combat.",""
122,2,243182,47,"remède anti-foudre de bête I",0,"remèdes anti-foudre de bête I",0,0,1,0,0,"Remède anti-foudre de bête I","Vous octroie ainsi qu'aux alliés alentour l'effet Paratonnerre.
Paratonnerre<Indent/>: 50% de chances d'annuler les dégâts de foudre et de les absorber.
Durée<Indent/>: 15s
Cet objet ne peut être utilisé que dans l'arène de combat.",""
123,2,243183,95,"remède anti-foudre de bête II",0,"remèdes anti-foudre de bête II",0,0,1,0,0,"Remède anti-foudre de bête II","Vous octroie ainsi qu'aux alliés alentour l'effet Paratonnerre.
Paratonnerre<Indent/>: 70% de chances d'annuler les dégâts de foudre et de les absorber.
Durée<Indent/>: 15s
Cet objet ne peut être utilisé que dans l'arène de combat.",""
124,2,243184,47,"remède anti-vent de bête I",0,"remèdes anti-vent de bête I",0,0,1,0,0,"Remède anti-vent de bête I","Vous octroie ainsi qu'aux alliés alentour l'effet Coupe-vent.
Coupe-vent<Indent/>: 50% de chances d'annuler les dégâts de vent et de les absorber.
Durée<Indent/>: 15s
Cet objet ne peut être utilisé que dans l'arène de combat.",""
125,2,243185,95,"remède anti-vent de bête II",0,"remèdes anti-vent de bête II",0,0,1,0,0,"Remède anti-vent de bête II","Vous octroie ainsi qu'aux alliés alentour l'effet Coupe-vent.
Coupe-vent<Indent/>: 70% de chances d'annuler les dégâts de vent et de les absorber.
Durée<Indent/>: 15s
Cet objet ne peut être utilisé que dans l'arène de combat.",""
126,2,243186,47,"remède anti-glace de bête I",0,"remèdes anti-glace de bête I",0,0,1,0,0,"Remède anti-glace de bête I","Vous octroie ainsi qu'aux alliés alentour l'effet Gélifuge.
Gélifuge<Indent/>: 50% de chances d'annuler les dégâts de glace et de les absorber.
Durée<Indent/>: 15s
Cet objet ne peut être utilisé que dans l'arène de combat.",""
127,2,243187,95,"remède anti-glace de bête II",0,"remèdes anti-glace de bête II",0,0,1,0,0,"Remède anti-glace de bête II","Vous octroie ainsi qu'aux alliés alentour l'effet Gélifuge.
Gélifuge<Indent/>: 70% de chances d'annuler les dégâts de glace et de les absorber.
Durée<Indent/>: 15s
Cet objet ne peut être utilisé que dans l'arène de combat.",""
128,2,243188,45,"croc de feu",0,"crocs de feu",0,0,1,0,0,"Croc de feu","Effectue une attaque magique de feu sur la cible et les ennemis autour dans un rayon de 12 yalms. 
Puissance<Indent/>: 2500
Effet additionnel<Indent/>: inflige des dégâts additionnels de 1000 si la cible est sous l'effet Congélation.
Les dégâts varient selon les bonus aux dégâts magiques conférés par d'autres pièces d'équipement de dressage, objets ou aptitudes.
Cet objet ne peut être utilisé que dans l'arène de combat.",""
129,2,243189,45,"croc de glace",0,"crocs de glace",0,0,1,0,0,"Croc de glace","Effectue une attaque magique de glace sur la cible et les ennemis autour dans un rayon de 12 yalms.
Puissance<Indent/>: 2000
Effet additionnel<Indent/>: inflige Congélation à la cible.
Durée de Congélation<Indent/>: 20s
Les dégâts varient selon les bonus aux dégâts magiques conférés par d'autres pièces d'équipement de dressage, objets ou aptitudes.
Cet objet ne peut être utilisé que dans l'arène de combat.",""
130,2,243190,45,"croc d'eau",0,"crocs d'eau",0,0,1,0,0,"Croc d'eau","Effectue une attaque magique d'eau sur la cible et les ennemis autour dans un rayon de 12 yalms.
Puissance<Indent/>: 2000
Effet additionnel<Indent/>: dissipe un effet bénéfique de la cible, augmentant au passage les PT de 100.
Les dégâts varient selon les bonus aux dégâts magiques conférés par d'autres pièces d'équipement de dressage, objets ou aptitudes.
Cet objet ne peut être utilisé que dans l'arène de combat.",""
131,2,243191,45,"croc de foudre",0,"crocs de foudre",0,0,1,0,0,"Croc de foudre","Effectue une attaque magique de foudre sur la cible et les ennemis autour dans un rayon de 12 yalms.
Puissance<Indent/>: 2000
Effet additionnel<Indent/>: inflige Paralysie à la cible.
Durée de Paralysie<Indent/>: 30s
Les dégâts varient selon les bonus aux dégâts magiques conférés par d'autres pièces d'équipement de dressage, objets ou aptitudes.
Cet objet ne peut être utilisé que dans l'arène de combat.",""
132,2,243192,45,"croc de terre",0,"crocs de terre",0,0,1,0,0,"Croc de terre","Effectue une attaque magique de terre sur la cible et les ennemis autour dans un rayon de 12 yalms.
Puissance<Indent/>: 2000
Effet additionnel<Indent/>: inflige Pesanteur à la cible.
Durée de Pesanteur<Indent/>: 60s
Les dégâts varient selon les bonus aux dégâts magiques conférés par d'autres pièces d'équipement de dressage, objets ou aptitudes.
Cet objet ne peut être utilisé que dans l'arène de combat.",""
133,2,243193,45,"croc de vent",0,"crocs de vent",0,0,1,0,0,"Croc de vent","Effectue une attaque magique de vent sur la cible et les ennemis autour dans un rayon de 12 yalms.
Puissance<Indent/>: 2000
Effet additionnel<Indent/>: projette la cible 15 yalms en arrière.
Les dégâts varient selon les bonus aux dégâts magiques conférés par d'autres pièces d'équipement de dressage, objets ou aptitudes.
Cet objet ne peut être utilisé que dans l'arène de combat.",""
134,2,243194,68,"croc vampire",0,"crocs vampires",0,0,1,0,0,"Croc vampire","Effectue une attaque physique perforante sur la cible et les ennemis autour dans un rayon de 12 yalms, et absorbe en PV une partie des dégâts infligés.
Puissance<Indent/>: de 1500 à 3300
La puissance augmente d'autant plus que vos PV maximums sont élevés.
Cet objet ne peut être utilisé que dans l'arène de combat.",""
135,2,243195,378,"potion vampirique de bête",0,"potions vampiriques de bête",0,0,1,1,0,"Potion vampirique de bête","Octroie l'effet Absorption des PV au dresseur ou à une bête.
Absorption des PV<Indent/>: absorbe en PV 10% des dégâts infligés.
Durée<Indent/>: 60s
Effet additionnel<Indent/>: la durée de l'effet passe à 90s si vous possédez une armure diabolique.
Cet objet ne peut être utilisé que dans l'arène de combat.",""
136,2,243196,81,"tome de réflexion",0,"tomes de réflexion",0,0,1,0,0,"Tome de réflexion","Octroie l'effet Miroir au dresseur ou à une bête.
Miroir<Indent/>: renvoie la plupart des attaque magiques.
Durée<Indent/>: 30s
Effet additionnel<Indent/>: la durée de l'effet passe à 60s si vous possédez un chapeau de rituel.
Cet objet ne peut être utilisé que dans l'arène de combat.",""
137,2,243197,63,"tome d'invulnérabilité",0,"tomes d'invulnérabilité",0,0,1,0,0,"Tome d'invulnérabilité","Octroie 5 degrés de l'effet Leurre au dresseur ou à une bête.
Leurre<Indent/>: bloque la plupart des attaques physiques. Consomme un degré par attaque bloquée.
Durée<Indent/>: 120s
Effet additionnel<Indent/>: octroie 3 degrés sup<SoftHyphen/>plé<SoftHyphen/>men<SoftHyphen/>tai<SoftHyphen/>res sous l'effet Breuvage de voleur.
Cet objet ne peut être utilisé que dans l'arène de combat.",""
138,2,243198,315,"sable temporel",0,"sables temporels",0,0,1,0,0,"Sable temporel","Vous octroie l'effet Retournement de sablier.
Retournement de sablier<Indent/>: en cas de défaite, vous pourrez reprendre juste avant le début du combat.
Cet objet ne peut pas être utilisé en combat.",""
139,2,243199,72,"sable astral",0,"sables astraux",0,0,1,0,0,"Sable astral","Lance une Tempête d'étoiles infligeant des dégâts magiques de feu à la cible et aux ennemis autour dans un rayon de 18 yalms.
Puissance<Indent/>: 3000
Effet additionnel<Indent/>: augmente vos PT de 50 par ennemi touché.
Effet additionnel<Indent/>: réduit de 20% la résistance au feu de la cible.
Durée<Indent/>: 60s
Les dégâts varient selon les bonus aux dégâts magiques conférés par d'autres pièces d'équipement de dressage, objets ou aptitudes.
Cet objet ne peut être utilisé que dans l'arène de combat.",""
140,2,243200,189,"kit de potion de bête",0,"kits de potion de bête",0,0,1,0,0,"Kit de potion de bête","Vous octroie Auto-potion.
Auto-potion<Indent/>: restaure au<SoftHyphen/>to<SoftHyphen/>ma<SoftHyphen/>ti<SoftHyphen/>que<SoftHyphen/>ment vos PV de 40% s'ils tombent en dessous de 50%.
Cet effet a 50% de chances de prendre fin chaque fois qu'il se déclenche, mais ces chances sont réduites à 10% sous l'effet Breuvage de voleur.
Durée<Indent/>: 150s
Effet additionnel<Indent/>: la durée de l'effet passe à 240s si vous possédez un gilet de voleur.
Cet objet ne peut être utilisé que dans l'arène de combat.",""
141,2,243201,32,"kit médical de bête",0,"kits médicaux de bête",0,0,1,0,0,"Kit médical de bête","Vous octroie Auto-remède.
Auto-remède<Indent/>: bloque la prochaine altération d'état.
Durée<Indent/>: 240s
Cet objet ne peut être utilisé que dans l'arène de combat.",""
142,2,243202,63,"tome de forgesort",0,"tomes de forgesort",0,0,1,0,0,"Tome de forgesort","Vous octroie Forgesort.
Forgesort<Indent/>: toutes vos attaques infligent des dégâts magiques.
Cet effet est également octroyé à vos bêtes.
Durée<Indent/>: 180s
Cet objet ne peut être utilisé que dans l'arène de combat.",""
143,2,243203,63,"tome de morsure de l'acier",0,"tomes de morsure de l'acier",0,0,1,0,0,"Tome de morsure de l'acier","Vous octroie Morsure de l'acier.
Morsure de l'acier<Indent/>: toutes vos attaques infligent des dégâts physiques.
Cet effet est également octroyé à vos bêtes.
Durée<Indent/>: 180s
Cet objet ne peut être utilisé que dans l'arène de combat.",""
144,3,243076,0,"pichet de nutriment optimal G1",0,"pichets de nutriment optimal G1",0,0,1,0,0,"Nutriment optimal G1","PV maximums +15%
Dégâts infligés +5%
Effet spécial<Indent/>: augmente de 25% l'EXP de la bête à la fin du Dédale.
Effet spécial<Indent/>: restaure im<SoftHyphen/>mé<SoftHyphen/>dia<SoftHyphen/>te<SoftHyphen/>ment 10% des PV de la bête.
[Utilisable sur<Indent/>: Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Cuirassiens, Animides, Nécroïdes]",""
145,3,243077,0,"pichet de nutriment optimal G2",0,"pichets de nutriment optimal G2",0,0,1,0,0,"Nutriment optimal G2","PV maximums +30%
Dégâts infligés +10%
Effet spécial<Indent/>: augmente de 50% l'EXP de la bête à la fin du Dédale.
Effet spécial<Indent/>: restaure im<SoftHyphen/>mé<SoftHyphen/>dia<SoftHyphen/>te<SoftHyphen/>ment 18% des PV de la bête.
[Utilisable sur<Indent/>: Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Cuirassiens, Animides, Nécroïdes]",""
146,3,243078,0,"morceau de simili-viande",0,"morceaux de simili-viande",0,0,1,0,0,"Simili-viande","Dégâts physiques infligés +20%
[Utilisable sur<Indent/>: Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Cuirassiens, Nécroïdes]",""
147,3,243079,0,"bouteille de simili-eau",0,"bouteilles de simili-eau",0,0,1,1,0,"Simili-eau","Puissance d'Explosion éthérée +35%
[Utilisable sur<Indent/>: Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Cuirassiens, Nécroïdes]",""
148,3,243080,0,"pot de simili-miel",0,"pots de simili-miel",0,0,1,0,0,"Simili-miel","Dégâts physiques subis -25%
Puissance d'Explosion éthérée +10%
[Utilisable sur<Indent/>: Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Cuirassiens, Nécroïdes]",""
149,3,243081,0,"simili-boulette de poisson",0,"simili-boulettes de poisson",0,0,1,1,0,"Simili-boulette de poisson","Chances de critiques +35%
Dégâts magiques subis -30%
PV maximums +10%
Effet spécial<Indent/>: restaure im<SoftHyphen/>mé<SoftHyphen/>dia<SoftHyphen/>te<SoftHyphen/>ment 7% des PV de la bête.
[Utilisable sur<Indent/>: Animides]",""
150,3,243082,0,"main de simili-bananes",0,"mains de simili-bananes",0,0,1,1,0,"Simili-bananes","Puissance d'Explosion éthérée +10%
Effet spécial<Indent/>: octroie un degré de Bonus de dégâts physiques à la bête quand elle fait une attaque critique. Cumulable jusqu'au 5e degré.
Bonus de dégâts physiques<Indent/>: dégâts physiques infligés +10%
Durée<Indent/>: 30s
[Utilisable sur<Indent/>: Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Cuirassiens, Nécroïdes]",""
151,3,243083,0,"simili-fraise",0,"simili-fraises",0,0,1,1,0,"Simili-fraise","Puissance des attaques critiques +60
Puissance d'Explosion éthérée +10%
[Utilisable sur<Indent/>: Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Cuirassiens, Nécroïdes]",""
152,3,243084,0,"simili-œuf",0,"simili-œufs",0,0,1,0,0,"Simili-œuf","Hâte +5%
Dégâts physiques infligés +25%
[Utilisable sur<Indent/>: Thériens, Insectoïdes, Ptériens, Hydrides, Cuirassiens]",""
153,3,243085,0,"simili-œuf jaune",0,"simili-œufs jaunes",0,0,1,0,0,"Simili-œuf jaune","Hâte +15%
Dégâts infligés +5%
PV maximums +35%
Effet spécial<Indent/>: restaure im<SoftHyphen/>mé<SoftHyphen/>dia<SoftHyphen/>te<SoftHyphen/>ment 20% des PV de la bête.
[Utilisable sur<Indent/>: Floréens]",""
154,3,243086,0,"simili-tomate",0,"simili-tomates",0,0,1,1,0,"Simili-tomate","Esquive +10%
Dégâts physiques infligés +10%
[Utilisable sur<Indent/>: Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Nécroïdes]",""
155,3,243087,0,"bouteille de simili-lait",0,"bouteilles de simili-lait",0,0,1,1,0,"Simili-lait","Hâte +5%
PV maximums +50%
Effet spécial<Indent/>: restaure im<SoftHyphen/>mé<SoftHyphen/>dia<SoftHyphen/>te<SoftHyphen/>ment 26% des PV de la bête.
[Utilisable sur<Indent/>: Thériens, Insectoïdes, Ptériens, Hydrides, Cuirassiens]",""
156,3,243088,0,"bol de simili-fromage aux baies",0,"bols de simili-fromage aux baies",0,0,1,0,0,"Simili-fromage aux baies","Hâte +5%
Puissance d'Explosion éthérée +25%
[Utilisable sur<Indent/>: Thériens, Insectoïdes, Ptériens, Hydrides, Cuirassiens]",""
157,3,243089,0,"simili-bolet",0,"simili-bolets",0,0,1,0,0,"Simili-bolet","Résistance à Poison +100%
Dégâts subis -10%
[Utilisable sur<Indent/>: Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Cuirassiens, Animides, Nécroïdes]",""
158,3,243090,0,"simili-morille",0,"simili-morilles",0,0,1,1,0,"Simili-morille","Résistance à Paralysie +100%
Dégâts subis -10%
[Utilisable sur<Indent/>: Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Cuirassiens, Animides, Nécroïdes]",""
159,3,243091,0,"simili-truffe noire",0,"simili-truffes noires",0,0,1,1,0,"Simili-truffe noire","Résistance à Cécité +100%
Dégâts subis -10%
[Utilisable sur<Indent/>: Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Cuirassiens, Animides, Nécroïdes]",""
160,3,243092,0,"simili-truffe blanche",0,"simili-truffes blanches",0,0,1,1,0,"Simili-truffe blanche","Résistance à Pétrification +100%
Dégâts subis -10%
[Utilisable sur<Indent/>: Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Cuirassiens, Animides, Nécroïdes]",""
161,3,243093,0,"simili-vesse-de-loup",0,"simili-vesses-de-loup",0,0,1,1,0,"Simili-vesse-de-loup","Résistance à Sommeil +100%
Dégâts subis -10%
[Utilisable sur<Indent/>: Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Cuirassiens, Animides, Nécroïdes]",""
162,3,243094,0,"simili-sole",0,"simili-soles",0,0,1,1,0,"Simili-sole","Dégâts physiques infligés +20%
Effet spécial<Indent/>: augmente de 50% l'accumulation de PT.
[Utilisable sur<Indent/>: Ptériens]",""
