key,0,1,2,3,4,5,6,7
67,80,False,0,3101,112426,321,"Simulation : La Promesse d'Éden - Éternité (sadique)","Pas de marchands mords ce coup-ci, mais une petite rumeur qui court depuis peu... Tes petites escapades dans Le Grand Vide sont terminées<Indent/>? Fé<SoftHyphen/>li<SoftHyphen/>ci<SoftHyphen/>ta<SoftHyphen/>tions pour cette belle réussite<Indent/>! Mais comme tu le sais, on n'est jamais trop prudent. Eh oui, j'ai préparé de nouveaux mannequins pour que toi et tes amis perdiez pas la main. N'hésitez pas à vous défouler dessus<Indent/>!"
68,80,False,0,3101,112434,322,"Simulation : Le Tillac des Cirrus (extrême)","Un nouveau rêve étrange s'est emparé de vous, où vous vous retrouviez face à face avec un géant tout de blanc immaculé. Sa simple vue évoquait chez vous une tristesse inifinie, un pincement indicible dans votre cœur. Quoi qu'il en soit, cette vision d'un combat aux proportions épiques s'est ancrée dans votre imagination et bénéficie grandement votre mannequin<Indent/>!"
69,90,False,0,3900,112459,400,"Simulation : Le Répons final","Vous avez repoussé l'apocalypse et sauvé chaque âme que notre planète abrite. Comment faire mieux que ça<Indent/>? En vous entraînant, pardi<Indent/>! Parce qu'il n'y a guère que vous pour surpasser un tel exploit<Indent/>!"
70,90,False,0,3900,112458,401,"Simulation : Le Cristal-mère (extrême)","Paraît-il que vous auriez relevé avec brio le défi de la Déesse de la Lumière, au cœur de la planète<Indent/>? J'ignore quelles épreuves fantastiques vous attendent encore, mais ce qui est sûr, c'est qu'il faut continuer à vous entraîner. Votre nouveau mannequin amélioré est là pour ça<Indent/>!"
71,90,False,0,3900,112457,402,"Simulation : Le Cratère des Martyrs (extrême)","Le plus ancien et le plus puissant des Primordiaux a été ramené à la vie, alors qu'il n'était encore qu'incomplet. Mais il n'a jamais été aussi proche de la perfection, et c'est avec ce concept en tête que votre mannequin a été modifié. Bonne chance<Indent/>!"
72,90,False,0,3900,112460,403,"Simulation : Les Limbes du Pandæmonium","Sur demande expresse du professeur Claudien, j'ai con<SoftHyphen/>fec<SoftHyphen/>tion<SoftHyphen/>né un nouveau mannequin d'en<SoftHyphen/>traî<SoftHyphen/>ne<SoftHyphen/>ment pour vous. Il devrait être parfait pour vous maintenir en forme pendant votre enquête dans le Pandæmonium, alors faites-en bon usage<Indent/>!"
73,90,False,0,3900,112461,404,"Simulation : Les Limbes - Parvis (sadique)","J'ai ouï dire que vous aviez affronté dans le Pandæmonium une sorte de demi-dieu appelé “hémithéos”. C'est difficile de se figurer un tel être pour le vulgus pecum... Je suis néanmoins parti du principe qu'il s'agissait d'un adversaire ex<SoftHyphen/>trê<SoftHyphen/>me<SoftHyphen/>ment redoutable pour fabriquer, entre autres, un mannequin à l'avenant. J'espère qu'il vous plaira<Indent/>!"
74,90,False,0,3900,112462,405,"Simulation : Les Limbes - Cloaque (sadique)","J'ai ouï dire que vous aviez affronté dans le Pandæmonium une sorte de demi-dieu appelé “hémithéos”. C'est difficile de se figurer un tel être pour le vulgus pecum... Je suis néanmoins parti du principe qu'il s'agissait d'un adversaire ex<SoftHyphen/>trê<SoftHyphen/>me<SoftHyphen/>ment redoutable pour fabriquer, entre autres, un mannequin à l'avenant. J'espère qu'il vous plaira<Indent/>!"
75,90,False,0,3900,112463,406,"Simulation : Les Limbes - Fournaise (sadique)","J'ai ouï dire que vous aviez affronté dans le Pandæmonium une sorte de demi-dieu appelé “hémithéos”. C'est difficile de se figurer un tel être pour le vulgus pecum... Je suis néanmoins parti du principe qu'il s'agissait d'un adversaire ex<SoftHyphen/>trê<SoftHyphen/>me<SoftHyphen/>ment redoutable pour fabriquer, entre autres, un mannequin à l'avenant. J'espère qu'il vous plaira<Indent/>!"
76,90,False,0,3900,112464,407,"Simulation : Les Limbes - Abîme (sadique)","J'ai ouï dire que vous aviez affronté dans le Pandæmonium une sorte de demi-dieu appelé “hémithéos”. C'est difficile de se figurer un tel être pour le vulgus pecum... Je suis néanmoins parti du principe qu'il s'agissait d'un adversaire ex<SoftHyphen/>trê<SoftHyphen/>me<SoftHyphen/>ment redoutable pour fabriquer, entre autres, un mannequin à l'avenant. J'espère qu'il vous plaira<Indent/>!"
77,60,True,160,2089,112477,99,"Simulation : niveau 60","Le ménestrel errant nous a demandé de bidouiller un mannequin spécial avec lequel les aventuriers pourraient s'entraîner comme à leurs débuts. Il faudra donner tout ce que vous avez sans avoir recours à vos techniques d'expert<If(PlayerParameter(4))>e<Else/></If><Indent/>!"
78,70,True,300,2628,112478,199,"Simulation : niveau 70","<If(PlayerParameter(4))>La libératrice<Else/>Le libérateur</If> en personne<Indent/>! Figure-toi qu'un étrange ménestrel errant m'a commandé un mannequin spécial. Contre lui, impossible d'utiliser des techniques qui dépassent une certaine compétence, comme si on redevenait un bleu<Indent/>! J'ai hâte que tu me dises ce que tu en penses<Indent/>!"
79,80,True,430,3101,112479,299,"Simulation : niveau 80","J'ai fait un rêve étrange l'autre jour... Une sorte de ménestrel errant me demandait de créer un mannequin spécial que tu pourrais affronter en retenant tes coups et sans utiliser tes meilleures techniques. Il disait que c'était pour <If(PlayerParameter(4))>la Guerrière<Else/>le Guerrier</If> des Ténèbres, alors à mon réveil, j'ai pas cherché à comprendre et je me suis mis au boulot<Indent/>!"
80,90,True,560,3900,112480,399,"Simulation : niveau 90","L'Ost rayonnant a reçu une commande de la part du ménestrel errant. Il voulait un mannequin spécial qui limite les compétences de celui ou celle qui s'entraîne contre lui. Il doit penser que ça servira à l'avenir... Bref, nous avons demandé de l'aide au Grand Œuvre, et il est maintenant prêt<Indent/>!"
81,90,False,0,3900,112476,408,"Simulation : Le Répons final (extrême)","L'apocalypse ne nous menace plus grâce à vous et le reste de vos compagnons. Quand on y pense, ça s'est joué de peu, tout de même. Vous imaginez si la chantre de l'ané<SoftHyphen/>an<SoftHyphen/>tis<SoftHyphen/>se<SoftHyphen/>ment avait été encore plus déprimée que ça<Indent/>? Comme on a du temps libre maintenant, je me suis permis de vous fabriquer un mannequin pour que vous vous donniez une idée<Indent/>!"
82,90,False,0,3900,112496,409,"Simulation : La Toison des tempêtes (extrême)","Nahbdeen m'a appris que vos nouvelles aventures se déroulaient dans le néant<Indent/>! Ça ne m'étonne pas de vous, en tout cas. Et puisque vous avez résolu de continuer à nous épater, nous vous avons concocté des retrouvailles avec une maîtresse du vent en bois plus agressive que jamais<Indent/>!"
83,90,False,0,3900,112497,410,"Simulation : Le Purgatoire du Pandæmonium","Des chercheurs sharlayanais m'ont fait savoir que vous alliez explorer une nouvelle section du Pandæmonium appelée le “Purgatoire”, et qu'il vous fallait donc un mannequin d'en<SoftHyphen/>traî<SoftHyphen/>ne<SoftHyphen/>ment au diapason de ses redoutables pensionnaires. Eh bien, le voici<Indent/>!"
84,90,False,0,3900,112498,411,"Simulation : Le Purgatoire - Cages (sadique)","On m'a raconté que vous aviez affronté des adversaires très différents au cours de votre exploration du Purgatoire, et notamment un individu capable de manipuler le vivant, à l'image d'un dieu. Je vous avoue que ça me dépasse un peu, mais j'ai tout de même fait mon possible pour vous con<SoftHyphen/>fec<SoftHyphen/>tion<SoftHyphen/>ner des mannequins d'en<SoftHyphen/>traî<SoftHyphen/>ne<SoftHyphen/>ment à la hauteur<Indent/>!"
85,90,False,0,3900,112499,412,"Simulation : Le Purgatoire - Croisements (sadique)","On m'a raconté que vous aviez affronté des adversaires très différents au cours de votre exploration du Purgatoire, et notamment un individu capable de manipuler le vivant, à l'image d'un dieu. Je vous avoue que ça me dépasse un peu, mais j'ai tout de même fait mon possible pour vous con<SoftHyphen/>fec<SoftHyphen/>tion<SoftHyphen/>ner des mannequins d'en<SoftHyphen/>traî<SoftHyphen/>ne<SoftHyphen/>ment à la hauteur<Indent/>!"
86,90,False,0,3900,112500,413,"Simulation : Le Purgatoire - Racines (sadique)","On m'a raconté que vous aviez affronté des adversaires très différents au cours de votre exploration du Purgatoire, et notamment un individu capable de manipuler le vivant, à l'image d'un dieu. Je vous avoue que ça me dépasse un peu, mais j'ai tout de même fait mon possible pour vous con<SoftHyphen/>fec<SoftHyphen/>tion<SoftHyphen/>ner des mannequins d'en<SoftHyphen/>traî<SoftHyphen/>ne<SoftHyphen/>ment à la hauteur<Indent/>!"
87,90,False,0,3900,112501,414,"Simulation : Le Purgatoire - Hérédité (sadique)","On m'a raconté que vous aviez affronté des adversaires très différents au cours de votre exploration du Purgatoire, et notamment un individu capable de manipuler le vivant, à l'image d'un dieu. Je vous avoue que ça me dépasse un peu, mais j'ai tout de même fait mon possible pour vous con<SoftHyphen/>fec<SoftHyphen/>tion<SoftHyphen/>ner des mannequins d'en<SoftHyphen/>traî<SoftHyphen/>ne<SoftHyphen/>ment à la hauteur<Indent/>!"
88,90,False,0,3900,112519,415,"Simulation : Le Mont du Supplice (extrême)","Nahbdeen, encore lui, m'a raconté que la boule de feu qui a fendu le ciel thavnairois il y a quelque temps était en réalité une redoutable créature du néant<Indent/>; créature que vous auriez terrassée au sommet du Khadga, au terme d'un combat absolument épique<Indent/>! Voilà qui valait bien un petit mannequin d'en<SoftHyphen/>traî<SoftHyphen/>ne<SoftHyphen/>ment, ou plutôt de re<SoftHyphen/>mer<SoftHyphen/>cie<SoftHyphen/>ment en l'occurrence<Indent/>!"
89,90,False,0,3900,112537,416,"Simulation : La Chaire de l'Exilée (extrême)","Encore et toujours Nahbdeen... Cette fois, il m'a raconté que vous aviez vaincu le maître de toutes les créatures du néant, au plus profond de son antre, en plus<Indent/>! Décidément, vos aventures défient l'imagination... Je me suis quand même essayé à fabriquer un nouveau mannequin, en espérant qu'il vous permette d'aller encore plus loin la prochaine fois<Indent/>!"
90,90,False,0,3900,112538,417,"Simulation : Le Paradis du Pandæmonium","Alors comme ça, une reproduction du Pandæmonium serait apparue en pleine mer des étoiles<Indent/>? J'ai du mal à y croire... mais je vous ai tout de même fabriqué un nouveau mannequin d'en<SoftHyphen/>traî<SoftHyphen/>ne<SoftHyphen/>ment au cas où. Exercez-vous avec, et vous serez <If(PlayerParameter(4))>parée<Else/>paré</If> à toute éventualité<Indent/>!"
91,90,False,0,3900,112539,418,"Simulation : Le Paradis - Métempsycose (sadique)","On rapporte que vous avez exploré le Pandæmonium et terrassé la maîtresse des lieux, préservant ainsi la mer des étoiles ainsi que le cycle de la vie. Encore un acte héroïque à mettre à votre actif<Indent/>! Tenez, servez-vous donc de ces mannequins pour vous entraîner, en attendant votre prochain exploit guerrier<Indent/>!"
92,90,False,0,3900,112540,419,"Simulation : Le Paradis - Monochrome (sadique)","On rapporte que vous avez exploré le Pandæmonium et terrassé la maîtresse des lieux, préservant ainsi la mer des étoiles ainsi que le cycle de la vie. Encore un acte héroïque à mettre à votre actif<Indent/>! Tenez, servez-vous donc de ces mannequins pour vous entraîner, en attendant votre prochain exploit guerrier<Indent/>!"
93,90,False,0,3900,112541,420,"Simulation : Le Paradis - Tribunal (sadique)","On rapporte que vous avez exploré le Pandæmonium et terrassé la maîtresse des lieux, préservant ainsi la mer des étoiles ainsi que le cycle de la vie. Encore un acte héroïque à mettre à votre actif<Indent/>! Tenez, servez-vous donc de ces mannequins pour vous entraîner, en attendant votre prochain exploit guerrier<Indent/>!"
94,90,False,0,3900,112542,421,"Simulation : Le Paradis - Apothéose (sadique)","On rapporte que vous avez exploré le Pandæmonium et terrassé la maîtresse des lieux, préservant ainsi la mer des étoiles ainsi que le cycle de la vie. Encore un acte héroïque à mettre à votre actif<Indent/>! Tenez, servez-vous donc de ces mannequins pour vous entraîner, en attendant votre prochain exploit guerrier<Indent/>!"
95,90,False,0,3900,112553,422,"Simulation : La Fracture abyssale (extrême)","Décidément, Nahbdeen est une vraie commère<Indent/>! Alors comme ça vous avez vaincu une créature du néant gigantesque qui se terrait dans les tréfonds de la lune du treizième reflet<Indent/>? C'est un combat interdimensionnel qui restera dans les annales<Indent/>! Pour marquer le coup, j'ai utilisé mes meilleurs bouts de bois pour vous con<SoftHyphen/>fec<SoftHyphen/>tion<SoftHyphen/>ner un mannequin pas piqué des hannetons... Vous m'en direz des nouvelles<Indent/>!"
96,100,False,0,4690,112577,500,"Simulation : Interphos","Mouhahaha<Indent/>! Alors comme ça, on est <If(PlayerParameter(4))>devenue la sauveuse<Else/>devenu le sauveur</If> de Solution Neuf, hein<Indent/>? Et mon petit doigt me dit que tu vas pas t'arrêter en si bon chemin... D'ailleurs, en parlant de chemin, tu risques bien de croiser des dangers plus grand encore sur la route de la cité d'or. Mais ne t'en fais pas, car je t'ai préparé un mannequin aux petits oignons grâce à la technologie de l'électrope<Indent/>! Tu m'en diras des nouvelles<Indent/>!"
97,100,False,0,4690,112576,501,"Simulation : Le Pinacle de l'Éternité (extrême)","Mouhahaha<Indent/>! C'est qu'il était pas commode du tout, ce Zoraal Ja, hein<Indent/>? J'ai pas raison<Indent/>? Qu'à cela ne tienne, je t'ai tout de même construit un mannequin à la hauteur de sa haine et de son mépris pour ses semblables. Mets-lui une bonne raclée pour lui faire comprendre, là où il se trouve, qu'on n'absorbe pas les âmes des êtres vivants sans demander leur permission, non mais<Indent/>!"
98,100,False,0,4690,112575,502,"Simulation : Worqor Lar Dor (extrême)","Mouhahaha<Indent/>! Les Tuliyollois racontent que sur leur continent a longtemps vécu un monstre surnommé la “calamité incarnée”. Pas de quoi te faire peur, j'en suis certaine, mais j'ai quand même construit un mannequin à la mesure de cette légende, afin que tu puisses parer à toute éventualité<Indent/>!"
99,100,False,0,4690,112578,503,"Simulation : Catégorie poids mi-lourds CCA","Mouhahaha<Indent/>! Alors comme ça, on participe à l'Arcadion, hein<Indent/>!? En apprenant ça, je ne pouvais pas rester les bras croisés et j'ai donc mis au point des mannequins pour que tu puisses t'exercer en vue de cette compétition<Indent/>!"
100,100,False,0,4690,112579,504,"Simulation : Poids mi-lourds CCA - match 1 (sadique)","Mouhahahahaha<Indent/>! Je ne peux plus m'arrêter de rire<Indent/>! J'imagine que je dois tout d'abord te féliciter d'être devenu<If(PlayerParameter(4))>e<Else/></If> <If(PlayerParameter(4))>la championne<Else/>le champion</If> des poids mi-lourds de l'Arcadion. Et je devine aussi que mes mannequins d'en<SoftHyphen/>traî<SoftHyphen/>ne<SoftHyphen/>ment sont désormais désuets... alors j'en ai préparé des plus costauds rien que pour toi<Indent/>! Défoule-toi bien<Indent/>!"
101,100,False,0,4690,112580,505,"Simulation : Poids mi-lourds CCA - match 2 (sadique)","Mouhahahahaha<Indent/>! Je ne peux plus m'arrêter de rire<Indent/>! J'imagine que je dois tout d'abord te féliciter d'être devenu<If(PlayerParameter(4))>e<Else/></If> <If(PlayerParameter(4))>la championne<Else/>le champion</If> des poids mi-lourds de l'Arcadion. Et je devine aussi que mes mannequins d'en<SoftHyphen/>traî<SoftHyphen/>ne<SoftHyphen/>ment sont désormais désuets... alors j'en ai préparé des plus costauds rien que pour toi<Indent/>! Défoule-toi bien<Indent/>!"
102,100,False,0,4690,112581,506,"Simulation : Poids mi-lourds CCA - match 3 (sadique)","Mouhahahahaha<Indent/>! Je ne peux plus m'arrêter de rire<Indent/>! J'imagine que je dois tout d'abord te féliciter d'être devenu<If(PlayerParameter(4))>e<Else/></If> <If(PlayerParameter(4))>la championne<Else/>le champion</If> des poids mi-lourds de l'Arcadion. Et je devine aussi que mes mannequins d'en<SoftHyphen/>traî<SoftHyphen/>ne<SoftHyphen/>ment sont désormais désuets... alors j'en ai préparé des plus costauds rien que pour toi<Indent/>! Défoule-toi bien<Indent/>!"
103,100,False,0,4690,112582,507,"Simulation : Poids mi-lourds CCA - match 4 (sadique)","Mouhahahahaha<Indent/>! Je ne peux plus m'arrêter de rire<Indent/>! J'imagine que je dois tout d'abord te féliciter d'être devenu<If(PlayerParameter(4))>e<Else/></If> <If(PlayerParameter(4))>la championne<Else/>le champion</If> des poids mi-lourds de l'Arcadion. Et je devine aussi que mes mannequins d'en<SoftHyphen/>traî<SoftHyphen/>ne<SoftHyphen/>ment sont désormais désuets... alors j'en ai préparé des plus costauds rien que pour toi<Indent/>! Défoule-toi bien<Indent/>!"
104,100,True,690,4690,112583,499,"Simulation : niveau 100","Un camarade d'Oblivion m'a demandé de préparer des mannequins tout spé<SoftHyphen/>cia<SoftHyphen/>le<SoftHyphen/>ment pour l'allié<If(PlayerParameter(4))>e<Else/></If> que tu es. Bien sûr, étant une prodige de la technologie de l'électrope, c'était du gâteau pour moi<Indent/>! Fais-moi plaisir et va te défouler dessus<Indent/>!"
105,100,False,0,4690,112589,508,"Simulation : Interphos (extrême)","Mouhahaha<Indent/>! Paraît que t'as vaincu l'ancienne reine d'Alexandrie, qu'était devenue une machine in<SoftHyphen/>con<SoftHyphen/>trô<SoftHyphen/>la<SoftHyphen/>ble pour protéger ses sujets morts mais vivants<Indent/>? Si par le plus grand des hasards tu devais te retrouver face au même adversaire devenu encore plus balèze, hésite pas à t'entraîner sur le mannequin que je t'ai préparé<Indent/>! En électrope, tout ça tout ça... Et bien sûr, défoule-toi bien<Indent/>!"
106,100,False,0,4690,112591,509,"Simulation : La Tour de Ténèbres (chaotique)","Mouhahaha<Indent/>! Ton copain aux cheveux de feu m'a raconté que t'avais vaincu le Nuage de Ténèbres dans son propre domaine<Indent/>! Forcément, j'ai ajusté mes mannequins pour que tu puisses t'entraîner à dissiper ce genre de nuages malodorants. Va donc leur coller un taquet, tu m'en diras des nouvelles<Indent/>!"
107,100,False,0,4690,112610,510,"Simulation : Le Sanctuaire du Serment (extrême)","Mouhahaha<Indent/>! Mes potes d'Oblivion m'ont raconté que tu avais déboulonné une réplique mécanique de Zelenia<Indent/>! Je me suis empressée de te préparer un mannequin aussi dur à cuire que la légendaire vice-capitaine de la garde royale d'Alexandrie. Comme d'habitude, défoule-toi bien<Indent/>!"
108,100,False,0,4690,112605,511,"Simulation : Catégorie poids lourds-légers CCA","Mouhahaha<Indent/>! Alors comme ça, on se lance dans la catégorie des poids lourds-légers, hein<Indent/>!? Un seul titre de champion<If(PlayerParameter(4))>ne<Else/></If> ne te suffit pas, alors tu vises plus haut<Indent/>? Évidemment, je ne pouvais pas rester les bras croisés, et j'ai ajusté le mannequin pour que tu puisses t'exercer dans la joie et la bonne humeur<Indent/>!"
109,100,False,0,4690,112606,512,"Simulation : Poids lourds-légers CCA - match 1 (sadique)","Mouhahahahaha<Indent/>! T'es pas croyable, ma foi<Indent/>! Qui aurait cru que tu arracherais le titre au champion, chapeau<Indent/>! Je vais en rester là avec les louanges, car je crois savoir ce qu'il te faut à présent<Indent/>: de nouveaux mannequins encore plus costauds<Indent/>! J'ai déjà pensé à tout, alors défoule-toi<Indent/>!"
110,100,False,0,4690,112607,513,"Simulation : Poids lourds-légers CCA - match 2 (sadique)","Mouhahahahaha<Indent/>! T'es pas croyable, ma foi<Indent/>! Qui aurait cru que tu arracherais le titre au champion, chapeau<Indent/>! Je vais en rester là avec les louanges, car je crois savoir ce qu'il te faut à présent<Indent/>: de nouveaux mannequins encore plus costauds<Indent/>! J'ai déjà pensé à tout, alors défoule-toi<Indent/>!"
111,100,False,0,4690,112608,514,"Simulation : Poids lourds-légers CCA - match 3 (sadique)","Mouhahahahaha<Indent/>! T'es pas croyable, ma foi<Indent/>! Qui aurait cru que tu arracherais le titre au champion, chapeau<Indent/>! Je vais en rester là avec les louanges, car je crois savoir ce qu'il te faut à présent<Indent/>: de nouveaux mannequins encore plus costauds<Indent/>! J'ai déjà pensé à tout, alors défoule-toi<Indent/>!"
112,100,False,0,4690,112609,515,"Simulation : Poids lourds-légers CCA - match 4 (sadique)","Mouhahahahaha<Indent/>! T'es pas croyable, ma foi<Indent/>! Qui aurait cru que tu arracherais le titre au champion, chapeau<Indent/>! Je vais en rester là avec les louanges, car je crois savoir ce qu'il te faut à présent<Indent/>: de nouveaux mannequins encore plus costauds<Indent/>! J'ai déjà pensé à tout, alors défoule-toi<Indent/>!"
113,100,False,0,4690,112630,516,"Simulation : La Nécropole intemporelle (extrême)","Mouhahahahaha<Indent/>! Les autres membres d'Oblivion m'ont tout raconté<Indent/>: ce psychopathe de Calyx a lâché sur toi un énorme monstre – la “peur de mourir incarnée” – et tu lui as fait sa fête<Indent/>! Un grand merci à toi d'avoir indirectement sauvé la vie de mes camarades. Tiens, j'ai fabriqué un mannequin d'en<SoftHyphen/>traî<SoftHyphen/>ne<SoftHyphen/>ment exprès pour que tu puisses garder la forme après ton exploit<Indent/>!"
114,100,False,0,4690,112632,517,"Simulation : Chasse à l'Arkveld Gardien (extrême)","Mouhahahahaha<Indent/>! L'autre jour, j'ai croisé une sorte de petit homme-bête inconnu au bataillon<Indent/>! Il m'a raconté que son <If(PlayerParameter(4))>amie chasseuse<Else/>ami chasseur</If> et lui avaient vaincu ensemble un monstre très puissant, l'“Arkveld Gardien” qu'il s'appelait...  Par conséquent, c'est pas le moment de rester les bras croisés<Indent/>! Le mannequin est déjà ajusté, tu peux donc te concentrer sur ton en<SoftHyphen/>traî<SoftHyphen/>ne<SoftHyphen/>ment<Indent/>!"
115,100,False,0,4690,112651,518,"Simulation : Le Convoi infernal (extrême)","Mouhahahahaha<Indent/>! J'ai cru comprendre que t'avais collé une raclée à un train blindé construit par les ingénieurs de Lindblum ! Son nom était... “Glace à la godasse”<Indent/>? Un truc dans le genre<Indent/>! En tout cas, triompher d'un tel engin qui semait la terreur depuis des siècles a de quoi impressionner n'importe qui ! Je t'ai donc préparé un mannequin d'en<SoftHyphen/>traî<SoftHyphen/>ne<SoftHyphen/>ment pour l'occasion, essaie-le quand tu veux !"
116,100,False,0,4690,112652,519,"Simulation : Catégorie poids lourds CCA","Mouhahaha<Indent/>! J'ai entendu dire que tu allais t'attaquer à la catégorie poids lourds de l'Arcadion<Indent/>! Méfie-toi, tes adversaires seront encore bien plus fourbes et redoutables qu'avant<Indent/>! Mais je sais que tu sauras triompher pour décrocher le titre de Champion céleste<Indent/>! J'ai bien évidemment ajusté le mannequin pour que tu puisses t'exercer con<SoftHyphen/>ve<SoftHyphen/>na<SoftHyphen/>ble<SoftHyphen/>ment<Indent/>!"
117,100,False,0,4690,112653,520,"Simulation : Poids lourds CCA - match 1 (sadique)","Mouhahahahaha<Indent/>! J'ai tout vu en direct<Indent/>! Qui aurait cru que le challenger sans régulateur puisse se hisser jusqu'en haut de la hiérarchie de l'Arcadion<Indent/>? Mais... je te connais bien, tu ne vas pas t'en contenter, pas vrai<Indent/>? Je sais qu'il t'en faut toujours plus, et j'ai déjà pensé à tout avec des mannequins vraiment costauds<Indent/>!"
118,100,False,0,4690,112654,521,"Simulation : Poids lourds CCA - match 2 (sadique)","Mouhahahahaha<Indent/>! J'ai tout vu en direct<Indent/>! Qui aurait cru que le challenger sans régulateur puisse se hisser jusqu'en haut de la hiérarchie de l'Arcadion<Indent/>? Mais... je te connais bien, tu ne vas pas t'en contenter, pas vrai<Indent/>? Je sais qu'il t'en faut toujours plus, et j'ai déjà pensé à tout avec des mannequins vraiment costauds<Indent/>!"
119,100,False,0,4690,112655,522,"Simulation : Poids lourds CCA - match 3 (sadique)","Mouhahahahaha<Indent/>! J'ai tout vu en direct<Indent/>! Qui aurait cru que le challenger sans régulateur puisse se hisser jusqu'en haut de la hiérarchie de l'Arcadion<Indent/>? Mais... je te connais bien, tu ne vas pas t'en contenter, pas vrai<Indent/>? Je sais qu'il t'en faut toujours plus, et j'ai déjà pensé à tout avec des mannequins vraiment costauds<Indent/>!"
120,100,False,0,4690,112656,523,"Simulation : Poids lourds CCA - match 4 (sadique)","Mouhahahahaha<Indent/>! J'ai tout vu en direct<Indent/>! Qui aurait cru que le challenger sans régulateur puisse se hisser jusqu'en haut de la hiérarchie de l'Arcadion<Indent/>? Mais... je te connais bien, tu ne vas pas t'en contenter, pas vrai<Indent/>? Je sais qu'il t'en faut toujours plus, et j'ai déjà pensé à tout avec des mannequins vraiment costauds<Indent/>!"
121,100,False,0,4690,112671,524,"Simulation : L'Anticréation (extrême)","Mouhahahahaha<Indent/>! Un petit oiseau m'a dit que tu avais vaincu une créature effroyable venue d'un autre monde ! Pas mal ! Bon, j'ai pas trop compris de quoi il s'agit, mais en tout cas, je suis contente que mes mannequins te servent à quelque chose ! Je vais t'en préparer d'autres qui seront encore meilleurs, faudrait pas que tes efforts soient <Emphasis>réduits à néant</Emphasis>, pas vrai ?<Indent/>... Quoi, j'ai dit un truc qu'il fallait pas ?"
