key,0,1,2,3,4,5,6
284,0,0,0,0,"","",""
285,0,0,0,0,"","",""
286,0,0,0,0,"","",""
287,0,0,0,0,"","",""
288,0,0,0,0,"","",""
289,0,0,0,0,"","",""
290,1,0,151171,0,"La fonction <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Linkshell<UIGlow>01</UIGlow><UIForeground>01</UIForeground> est désormais disponible<Indent/>!

Les linkshells sont des groupes de discussion qui permettent aux joueurs qui ne sont pas forcément dans la même équipe ou compagnie libre de communiquer entre eux en toute simplicité.","",""
291,1,0,151172,0,"Les linkshells peuvent compter jusqu'à <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>128 membres<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, et chaque joueur peut posséder <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>huit<UIGlow>01</UIGlow><UIForeground>01</UIForeground> linkshells différentes.","",""
292,0,0,0,0,"","",""
293,0,0,0,0,"","",""
294,0,0,0,0,"","",""
295,0,0,0,0,"","",""
296,0,0,0,0,"","",""
297,0,0,0,0,"","",""
298,0,0,0,0,"","",""
299,0,0,0,0,"","",""
300,1,0,150821,0,"Vous pouvez désormais <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>louer des chocobos<UIGlow>01</UIGlow><UIForeground>01</UIForeground> dans les écuries éorzéennes. Ces montures vous permettent de vous déplacer rapidement. Vous contrôlez le chocobo jusqu'à ce que vous en descendiez, que vous entriez dans une zone de nage, que vous vous fassiez attaquer par un ennemi, que la durée de location expire ou que vous participiez à une mission.","",""
301,0,0,0,0,"","",""
302,0,0,0,0,"","",""
303,0,0,0,0,"","",""
304,0,0,0,0,"","",""
305,0,0,0,0,"","",""
306,0,0,0,0,"","",""
307,0,0,0,0,"","",""
308,0,0,0,0,"","",""
309,0,0,0,0,"","",""
310,1,0,150831,0,"Lorsque vous chevauchez un chocobo, la durée restante avant expiration de la location apparaît dans vos attributs. Vous pouvez en descendre à tout moment en utilisant l'action <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Descente<UIGlow>01</UIGlow><UIForeground>01</UIForeground> de la barre de raccourcis spéciale, mais gardez à l'esprit que le chocobo <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>retournera à son écurie<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, qu'importe la durée de location restante.","",""
311,1,0,150831,0,"Lorsque vous chevauchez un chocobo, la durée restante avant expiration de la location apparaît dans vos attributs. Vous pouvez en descendre à tout moment en utilisant l'action <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Descente<UIGlow>01</UIGlow><UIForeground>01</UIForeground> de la barre de raccourcis spéciale, mais gardez à l'esprit que le chocobo <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>retournera à son écurie<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, qu'importe la durée de location restante.","",""
312,0,0,0,0,"","",""
313,0,0,0,0,"","",""
314,0,0,0,0,"","",""
315,0,0,0,0,"","",""
316,0,0,0,0,"","",""
317,0,0,0,0,"","",""
318,0,0,0,0,"","",""
319,0,0,0,0,"","",""
320,1,0,150841,0,"Les montures de relais peuvent être utilisées pour se déplacer plus rapidement en Éorzéa.

Con<SoftHyphen/>trai<SoftHyphen/>re<SoftHyphen/>ment aux montures de location, il est <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>impossible de les contrôler<UIGlow>01</UIGlow><UIForeground>01</UIForeground>. Elles empruntent l'itinéraire le plus sûr, évitant ainsi toute attaque sur le trajet, et ne s'arrêtent qu'une fois à destination.","",""
321,0,0,0,0,"","",""
322,0,0,0,0,"","",""
323,0,0,0,0,"","",""
324,0,0,0,0,"","",""
325,0,0,0,0,"","",""
326,0,0,0,0,"","",""
327,0,0,0,0,"","",""
328,0,0,0,0,"","",""
329,0,0,0,0,"","",""
330,1,0,150851,0,"Lorsque vous chevauchez une monture de relais, un icone apparaît dans vos attributs. Vous pouvez en descendre à tout moment en utilisant l'action <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Descente<UIGlow>01</UIGlow><UIForeground>01</UIForeground> de la barre de raccourcis spéciale, mais gardez à l'esprit qu'une fois abandonnée, la monture de relais poursuit son chemin, vous laissant sur place.","",""
331,1,0,150851,0,"Lorsque vous chevauchez une monture de relais, un icone apparaît dans vos attributs. Vous pouvez en descendre à tout moment en utilisant l'action <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Descente<UIGlow>01</UIGlow><UIForeground>01</UIForeground> de la barre de raccourcis spéciale, mais gardez à l'esprit qu'une fois abandonnée, la monture de relais poursuit son chemin, vous laissant sur place.","",""
332,0,0,0,0,"","",""
333,0,0,0,0,"","",""
334,0,0,0,0,"","",""
335,0,0,0,0,"","",""
336,0,0,0,0,"","",""
337,0,0,0,0,"","",""
338,0,0,0,0,"","",""
339,0,0,0,0,"","",""
340,1,0,150861,0,"Vous avez obtenu votre <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>chocobo personnel<UIGlow>01</UIGlow><UIForeground>01</UIForeground><Indent/>!

Pour apprendre l'action vous permettant d'appeler votre destrier, sélectionnez le <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>sifflet chocobo<UIGlow>01</UIGlow><UIForeground>01</UIForeground> dans votre inventaire et choisissez l'option <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Utiliser<UIGlow>01</UIGlow><UIForeground>01</UIForeground> dans le sous-menu.","",""
341,1,0,150862,0,"Une fois le sifflet utilisé, l'action <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Chocobo destrier<UIGlow>01</UIGlow><UIForeground>01</UIForeground> s'affiche dans la fenêtre <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Montures<UIGlow>01</UIGlow><UIForeground>01</UIForeground> du menu Personnage.

N'hésitez pas à l'ajouter à votre barre de raccourcis pour appeler plus facilement votre compagnon de route.","",""
342,0,0,0,0,"","",""
343,1,0,150864,0,"Notez qu'il est également possible de changer l'équipement de votre chocobo.

Pour ce faire, ouvrez la fenêtre <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Personnage<UIGlow>01</UIGlow><UIForeground>01</UIForeground> à partir du menu principal et sélectionnez l'option “Compagnon”.","",""
344,0,0,0,0,"","",""
345,0,0,0,0,"","",""
346,0,0,0,0,"","",""
347,0,0,0,0,"","",""
348,0,0,0,0,"","",""
349,0,0,0,0,"","",""
350,1,0,150871,0,"Il y a deux façons de descendre de son chocobo. La plus simple et la plus courante est de cliquer sur l'icone d'action <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Chocobo destrier<UIGlow>01</UIGlow><UIForeground>01</UIForeground>. La seconde consiste à faire un clic droit sur l'icone <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Sur une monture<UIGlow>01</UIGlow><UIForeground>01</UIForeground> qui s'affiche dans vos altérations d'état.","",""
351,1,0,150871,0,"Il y a deux façons de descendre de son chocobo. La plus simple et la plus courante est d'utiliser l'action <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Chocobo destrier<UIGlow>01</UIGlow><UIForeground>01</UIForeground>. La seconde consiste à cibler l'icone <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Sur une monture<UIGlow>01</UIGlow><UIForeground>01</UIForeground> qui s'affiche dans vos altérations d'état puis à presser la touche Valider.","",""
352,0,0,0,0,"","",""
353,0,0,0,0,"","",""
354,0,0,0,0,"","",""
355,0,0,0,0,"","",""
356,0,0,0,0,"","",""
357,0,0,0,0,"","",""
358,0,0,0,0,"","",""
359,0,0,0,0,"","",""
360,1,0,151151,0,"En plus de vous transporter aux quatre coins d'Éorzéa, votre chocobo est également capable de combattre à vos côtés.
Il peut même devenir plus fort du moment que vous affrontez des ennemis dont le niveau est proche du vôtre.","",""
361,1,0,151152,0,"Pour appeler votre chocobo, <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>utilisez<UIGlow>01</UIGlow><UIForeground>01</UIForeground> sa nourriture préférée, un <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>légume de Gysahl<UIGlow>01</UIGlow><UIForeground>01</UIForeground>. Cet aliment se trouve dans toute échoppe qui se respecte.
Sachez toutefois que les chocobos ne peuvent se battre que dans les endroits où ils peuvent être chevauchés. Autrement dit, ne vous attendez pas à voir votre fidèle destrier vous suivre dans les profondeurs d'un donjon comme l'Hypogée de Tam-Tara.","",""
362,0,0,0,0,"","",""
363,0,0,0,0,"","",""
364,0,0,0,0,"","",""
365,0,0,0,0,"","",""
366,0,0,0,0,"","",""
367,0,0,0,0,"","",""
368,0,0,0,0,"","",""
369,0,0,0,0,"","",""
370,1,0,151161,0,"Une fois appelé, votre chocobo reste fidèlement à vos côtés pendant 30 minutes (temps réel).

Par défaut, celui-ci se contente de vous suivre. Pour lui donner des ordres, utilisez les actions de la rubrique “Ordres” de la fenêtre <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Actions et traits<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.","",""
371,1,0,151162,0,"Votre chocobo peut adopter quatre postures différentes<Indent/>:

<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Libre arbitre<UIGlow>01</UIGlow><UIForeground>01</UIForeground><Indent/>: actions d'attaque et de soutien.
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Défendre<UIGlow>01</UIGlow><UIForeground>01</UIForeground><Indent/>: actions de soutien.
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Attaquer<UIGlow>01</UIGlow><UIForeground>01</UIForeground><Indent/>: actions d'attaque.
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Soigner<UIGlow>01</UIGlow><UIForeground>01</UIForeground><Indent/>: actions de soin.","",""
372,1,0,151163,0,"Vous pouvez renvoyer votre compagnon à tout moment à l'aide de l'action <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Renvoyer<UIGlow>01</UIGlow><UIForeground>01</UIForeground>. Si vous désirez le rappeler, utilisez simplement une nouvelle botte de légumes de Gysahl.","",""
373,0,0,0,0,"","",""
374,0,0,0,0,"","",""
375,0,0,0,0,"","",""
376,0,0,0,0,"","",""
377,0,0,0,0,"","",""
378,0,0,0,0,"","",""
379,0,0,0,0,"","",""
380,1,0,151461,0,"Le niveau de votre chocobo a augmenté<Indent/>!

Chaque fois que le niveau de votre compagnon augmente, vous recevez des <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>points d'aptitude<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (PA) en récompense qui vous permettent de lui enseigner de nouvelles techniques.","",""
381,1,0,151462,0,"Votre compagnon dispose de trois types d'aptitudes<Indent/>: <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>défense<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>attaque<UIGlow>01</UIGlow><UIForeground>01</UIForeground> et <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>soin<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.

Si vous lui apprenez à défendre, votre chocobo viendra se placer entre vous et l'ennemi et se comportera comme un bouclier.","",""
382,1,0,151463,0,"Les aptitudes d'attaque lui permettront, quant à elles, d'augmenter les dégâts qu'il inflige et d'élargir sa gamme de coups.

Les aptitudes de soin feront de votre chocobo un guérisseur qui s'occupera de panser vos blessures tel un élé<SoftHyphen/>men<SoftHyphen/>ta<SoftHyphen/>lis<SoftHyphen/>te.","",""
383,1,0,151464,0,"À vous de choisir les aptitudes qui vous intéressent le plus et de faire évoluer votre chocobo à l'aide de PA pour qu'il devienne le compagnon idéal de vos aventures.","",""
384,0,0,0,0,"","",""
385,0,0,0,0,"","",""
386,0,0,0,0,"","",""
387,0,0,0,0,"","",""
388,0,0,0,0,"","",""
389,0,0,0,0,"","",""
390,0,0,0,0,"","",""
391,0,0,0,0,"","",""
392,0,0,0,0,"","",""
393,0,0,0,0,"","",""
394,0,0,0,0,"","",""
395,0,0,0,0,"","",""
396,0,0,0,0,"","",""
397,0,0,0,0,"","",""
398,0,0,0,0,"","",""
399,0,0,0,0,"","",""
400,1,0,150451,0,"Le bestiaire contient une liste d'épreuves destinées aux disciples de la guerre et de la magie qui permettent, en les ac<SoftHyphen/>com<SoftHyphen/>plis<SoftHyphen/>sant, de recevoir des récompenses.

Pour y accéder, cliquez sur l'icone <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Carnets<UIGlow>01</UIGlow><UIForeground>01</UIForeground> du menu principal et choisissez l'option “Bestiaire” (ou appuyez sur la touche <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>B<UIGlow>01</UIGlow><UIForeground>01</UIForeground> du clavier).","",""
401,1,0,150452,0,"Sélectionnez ensuite une classe et un rang pour afficher la liste des épreuves disponibles (ex.<Indent/>: Maître d'hast 01 → Maître d'hast 02...).

Placer le curseur sur le nom d'un ennemi permet de voir la zone dans laquelle on peut le trouver.","",""
402,1,0,150453,0,"Les cibles à abattre sont indiquées par un icone au-dessus de leur nom.

En plus de la récompense reçue pour chaque objectif achevé, vous obtenez un bonus sup<SoftHyphen/>plé<SoftHyphen/>men<SoftHyphen/>tai<SoftHyphen/>re lorsque vous accomplissez <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>toutes les épreuves<UIGlow>01</UIGlow><UIForeground>01</UIForeground> d'un rang de difficulté.","",""
403,1,0,150451,0,"Le bestiaire contient une liste d'épreuves destinées aux disciples de la guerre et de la magie qui permettent, en les ac<SoftHyphen/>com<SoftHyphen/>plis<SoftHyphen/>sant, de recevoir des récompenses.
Pour y accéder, ouvrez le menu principal et sélectionnez l'option “Bestiaire” de la rubrique <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Carnets<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.","",""
404,1,0,150452,0,"Sélectionnez ensuite une classe et un rang pour afficher la liste des épreuves disponibles (ex.<Indent/>: Maître d'hast 01 → Maître d'hast 02...).
Placer le curseur sur le nom d'un ennemi permet de voir la zone dans laquelle on peut le trouver.","",""
405,1,0,150453,0,"Les cibles à abattre sont indiquées par un icone à droite de leur nom.
En plus de la récompense reçue pour chaque objectif achevé, vous obtenez un bonus sup<SoftHyphen/>plé<SoftHyphen/>men<SoftHyphen/>tai<SoftHyphen/>re lorsque vous accomplissez <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>toutes les épreuves<UIGlow>01</UIGlow><UIForeground>01</UIForeground> d'un rang de difficulté.","",""
406,0,0,0,0,"","",""
407,0,0,0,0,"","",""
408,0,0,0,0,"","",""
409,0,0,0,0,"","",""
410,1,0,150881,0,"Vous êtes désormais membre d'une <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>grande compagnie<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.

Vous pouvez vérifier votre rang à tout moment à partir de l'onglet <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Profil<UIGlow>01</UIGlow><UIForeground>01</UIForeground> de la fenêtre <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Personnage<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, accessible à partir du menu principal.","",""
411,1,0,150882,0,"Chaque fois que vous accomplirez des missions pour elle, vous recevrez des <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>sceaux de compagnie<UIGlow>01</UIGlow><UIForeground>01</UIForeground> qui vous permettront d'acheter des objets uniques et de monter en grade. Pour connaître le nombre de sceaux en votre possession, sélectionnez <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Devises<UIGlow>01</UIGlow><UIForeground>01</UIForeground> dans la catégorie Personnage du menu principal, puis l'onglet Commun.","",""
412,1,0,150883,0,"Notez que vous ne pouvez incorporer les rangs que d'<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>une seule grande compagnie à la fois<UIGlow>01</UIGlow><UIForeground>01</UIForeground>. Vous pouvez toutefois en changer librement, si le cœur vous en dit.","",""
413,0,0,0,0,"","",""
414,0,0,0,0,"","",""
415,0,0,0,0,"","",""
416,0,0,0,0,"","",""
417,0,0,0,0,"","",""
418,0,0,0,0,"","",""
419,0,0,0,0,"","",""
420,1,0,150941,0,"Les grandes compagnies ont constamment besoin d'être <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>ravitaillées en matériel et en ressources<UIGlow>01</UIGlow><UIForeground>01</UIForeground> pour assurer au mieux leurs opérations quotidiennes. Les aventuriers peuvent gagner des points d'expérience et des <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>sceaux de compagnie<UIGlow>01</UIGlow><UIForeground>01</UIForeground> en fabriquant ou en récoltant les objets nécessaires et en assurant leur livraison.","",""
421,1,0,150942,0,"La liste de ra<SoftHyphen/>vi<SoftHyphen/>tail<SoftHyphen/>le<SoftHyphen/>ment est actualisée toutes les 24 heures (temps réel).

Utilisez la fonction <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Calendrier<UIGlow>01</UIGlow><UIForeground>01</UIForeground> du menu <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Missions<UIGlow>01</UIGlow><UIForeground>01</UIForeground> pour connaître ou vérifier la date limite d'une opération et les objets demandés.","",""
422,0,0,0,0,"","",""
423,0,0,0,0,"","",""
424,0,0,0,0,"","",""
425,0,0,0,0,"","",""
426,0,0,0,0,"","",""
427,0,0,0,0,"","",""
428,0,0,0,0,"","",""
429,0,0,0,0,"","",""
430,1,0,150951,0,"Les grandes compagnies acceptent volontiers les dons d'équipements, sous certaines conditions toutefois.

Seuls les objets <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>vendables<UIGlow>01</UIGlow><UIForeground>01</UIForeground> dont le nom <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>n'apparaît pas en blanc<UIGlow>01</UIGlow><UIForeground>01</UIForeground> dans la fenêtre d'aide sont tolérés. Les équipements éthéréens sont, par exemple, bienvenus.","",""
431,1,0,150952,0,"Si vous avez une prise de guerre dans votre inventaire et que vous souhaitez en faire don, adressez-vous à l'officier de la logistique de votre grande compagnie. Vous recevrez alors des <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>sceaux<UIGlow>01</UIGlow><UIForeground>01</UIForeground> en guise de re<SoftHyphen/>mer<SoftHyphen/>cie<SoftHyphen/>ment.","",""
432,0,0,0,0,"","",""
433,0,0,0,0,"","",""
434,0,0,0,0,"","",""
435,0,0,0,0,"","",""
436,0,0,0,0,"","",""
437,0,0,0,0,"","",""
438,0,0,0,0,"","",""
439,0,0,0,0,"","",""
440,1,0,150961,0,"Les <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>compagnies libres<UIGlow>01</UIGlow><UIForeground>01</UIForeground> sont des or<SoftHyphen/>ga<SoftHyphen/>ni<SoftHyphen/>sa<SoftHyphen/>tions indépendantes composées d'aventuriers. Ces dernières opèrent sous l'égide des trois grandes compagnies d'Éorzéa, le Maelstrom, l'ordre des Deux Vipères et les Immortels. Il n'y a aucune restriction pour les rejoindre et chacun peut créer librement la sienne.","",""
441,1,0,150962,0,"En effectuant diverses tâches en équipe, les compagnies gagnent des <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>points<UIGlow>01</UIGlow><UIForeground>01</UIForeground> qui leur permettent de monter en rang. Elles reçoivent également des <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>crédits<UIGlow>01</UIGlow><UIForeground>01</UIForeground> qui leur permettent d'acheter des objets et des privilèges.","",""
442,1,0,150963,0,"Pour former une compagnie libre, il est nécessaire d'obtenir préalablement un document appelé <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>projet de compagnie libre<UIGlow>01</UIGlow><UIForeground>01</UIForeground> et recevoir la signature de trois joueurs. Ces trois joueurs deviennent alors les membres cofondateurs de la compagnie.","",""
443,0,0,0,0,"","",""
444,0,0,0,0,"","",""
445,0,0,0,0,"","",""
446,0,0,0,0,"","",""
447,0,0,0,0,"","",""
448,0,0,0,0,"","",""
449,0,0,0,0,"","",""
450,1,0,151121,0,"Vous avez reçu une <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>requête de signature<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.

Pour former une nouvelle compagnie libre, les aventuriers doivent obtenir la signature de <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>trois autres personnes<UIGlow>01</UIGlow><UIForeground>01</UIForeground>. Signez la pétition si vous désirez rejoindre la compagnie et devenir un <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>membre fondateur<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.","",""
451,0,0,0,0,"","",""
452,0,0,0,0,"","",""
453,0,0,0,0,"","",""
454,0,0,0,0,"","",""
455,0,0,0,0,"","",""
456,0,0,0,0,"","",""
457,0,0,0,0,"","",""
458,0,0,0,0,"","",""
459,0,0,0,0,"","",""
460,1,0,151131,0,"Fé<SoftHyphen/>li<SoftHyphen/>ci<SoftHyphen/>ta<SoftHyphen/>tions<Indent/>! Vous venez de rejoindre une compagnie libre.

Commencez par saluer les autres membres en passant en mode de discussion <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Compagnie libre<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.","",""
461,1,0,151132,0,"En sélectionnant l'option “Compagnie libre” disponible à partir de la rubrique <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Communication<UIGlow>01</UIGlow><UIForeground>01</UIForeground> du menu principal, vous pourrez afficher une fenêtre contenant diverses in<SoftHyphen/>for<SoftHyphen/>ma<SoftHyphen/>tions sur la brigade.

Chaque membre se voit assigner un <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>rang<UIGlow>01</UIGlow><UIForeground>01</UIForeground> avec ses différents <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>droits<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.","",""
462,1,0,151133,0,"En fonction de votre rang, vous aurez ou non la possibilité de <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>promouvoir<UIGlow>01</UIGlow><UIForeground>01</UIForeground> des membres ou d'<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>inviter<UIGlow>01</UIGlow><UIForeground>01</UIForeground> de nouveaux aventuriers.

Plus les membres s'illustrent en Éorzéa, plus le <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>rang<UIGlow>01</UIGlow><UIForeground>01</UIForeground> de la compagnie augmente.","",""
463,1,0,151134,0,"Faire monter le rang à un niveau supérieur permet de bénéficier de nouveaux privilèges, comme créer un <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>blason<UIGlow>01</UIGlow><UIForeground>01</UIForeground> original, ou encore construire un <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>quartier général<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.

Distinguez-vous avec vos camarades, et faites de votre compagnie la plus prospère de tous les temps<Indent/>!","",""
464,0,0,0,0,"","",""
465,0,0,0,0,"","",""
466,0,0,0,0,"","",""
467,0,0,0,0,"","",""
468,0,0,0,0,"","",""
469,0,0,0,0,"","",""
470,1,0,151361,0,"Le <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>coffre de compagnie<UIGlow>01</UIGlow><UIForeground>01</UIForeground> est un espace de stockage commun aux membres de la compagnie libre.

Pour l'utiliser, vous devez disposer des droits d'<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>accès complet<UIGlow>01</UIGlow><UIForeground>01</UIForeground> ou de <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>con<SoftHyphen/>sul<SoftHyphen/>ta<SoftHyphen/>tion seule<UIGlow>01</UIGlow><UIForeground>01</UIForeground>. Ces droits sont déterminés en fonction de votre rang au sein de l'or<SoftHyphen/>ga<SoftHyphen/>ni<SoftHyphen/>sa<SoftHyphen/>tion.","",""
471,1,0,151362,0,"Il est à noter que plus le rang de la compagnie libre augmente, plus le nombre d'objets stockables à l'intérieur croît.
Gardez toutefois à l'esprit que le coffre est une propriété commune. Veillez donc à bien respecter les règles propres à la compagnie quand vous placez ou retirez un objet.","",""
472,0,0,0,0,"","",""
473,0,0,0,0,"","",""
474,0,0,0,0,"","",""
475,0,0,0,0,"","",""
476,0,0,0,0,"","",""
477,0,0,0,0,"","",""
478,0,0,0,0,"","",""
479,0,0,0,0,"","",""
480,1,0,151371,0,"Vous pouvez désormais créer un blason pour votre compagnie<Indent/>!
Pour ce faire, adressez-vous simplement au <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>héraut d'armes<UIGlow>01</UIGlow><UIForeground>01</UIForeground> situé à l'intérieur du quartier général de la grande compagnie d'allégeance de votre or<SoftHyphen/>ga<SoftHyphen/>ni<SoftHyphen/>sa<SoftHyphen/>tion. Notez que pour créer ou modifier un blason, vous devez disposer du droit <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Gestion du blason<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.","",""
481,1,0,151372,0,"Lorsque le rang de la compagnie atteint un certain niveau, vous débloquez le privilège <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Ornementation<UIGlow>01</UIGlow><UIForeground>01</UIForeground> qui vous permet d'ajouter le blason sur des pièces d'équipement.
Réveillez l'artiste qui sommeille en vous et créez un blason que les membres de la compagnie seront fiers d'arborer<Indent/>!
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>* Consultez la fenêtre d'aide d'un objet pour savoir si ce dernier peut être ornementé.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","",""
482,0,0,0,0,"","",""
483,0,0,0,0,"","",""
484,0,0,0,0,"","",""
485,0,0,0,0,"","",""
486,0,0,0,0,"","",""
487,0,0,0,0,"","",""
488,0,0,0,0,"","",""
489,0,0,0,0,"","",""
490,1,0,151381,0,"Les bienfaits permettent d'<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>améliorer temporairement<UIGlow>01</UIGlow><UIForeground>01</UIForeground> certaines ca<SoftHyphen/>rac<SoftHyphen/>té<SoftHyphen/>ris<SoftHyphen/>ti<SoftHyphen/>ques des membres de la compagnie.

Pour activer ou annuler un bienfait, ouvrez la fenêtre de gestion de la compagnie libre à partir du menu principal et sélectionnez la rubrique <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Bienfaits<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.","",""
491,1,0,151382,0,"Vous pouvez obtenir des bienfaits en échange de crédits auprès de l'officier de la logistique de la grande compagnie d'allégeance de votre or<SoftHyphen/>ga<SoftHyphen/>ni<SoftHyphen/>sa<SoftHyphen/>tion.

Il est à noter que plus <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>l'affinité<UIGlow>01</UIGlow><UIForeground>01</UIForeground> avec la grande compagnie est élevée, plus les prix des bienfaits diminuent.","",""
