key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
44,"Hangar gamma/cosmoport bêta<Indent/>: coll. matériaux
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Participez aux missions cosmiques<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Hangar gamma et cosmoport bêta<Indent/>: collecte des matériaux","Nous avons besoin de matériaux pour agrandir le hangar et le cosmoport<Indent/>! Merci de participer aux missions cosmiques<Indent/>!","Nous prévoyons d'agrandir le hangar ainsi que le cosmoport ! 
Nous sommes en train de réunir les matériaux nécessaires !","Searchingway",13,False,158,38,0,241024,0,0,0,0,1,2,3,5,6,7,8,0,0,0,0,0
45,"Hangar gamma<Indent/>: préparation
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Tenez-vous prêts<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Hangar gamma<Indent/>: préparation du chantier","Un projet d'ouvrage collectif visant à agrandir le hangar va bientôt commencer<Indent/>! Merci de participer<Indent/>!","Un projet d'ouvrage collectif va bientôt être lancé pour 
l'agrandissement du hangar ! Venez nous filer un coup de main !","Searchingway",13,False,158,39,0,241024,1451,0,0,0,1,2,3,5,6,7,8,0,0,0,0,0
46,"Hangar gamma<Indent/>: en cours
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Participez à l'effort collectif<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Hangar gamma<Indent/>: chantier en cours","Un projet d'ouvrage collectif visant à agrandir le hangar est en cours<Indent/>! Merci de participer<Indent/>!","Un projet d'ouvrage collectif vient d'être lancé 
pour l'agrandissement du hangar !","Searchingway",13,False,158,40,0,241024,0,0,0,0,1,2,3,5,6,7,8,0,0,0,0,0
47,"Cosmoport bêta<Indent/>: préparation
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Tenez-vous prêts<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Cosmoport bêta<Indent/>: préparation du chantier","Un projet d'ouvrage collectif visant à agrandir le cosmoport va bientôt commencer<Indent/>! Merci de participer<Indent/>!","Un projet d'ouvrage collectif va bientôt être lancé pour 
l'agrandissement du cosmoport ! Venez nous filer un coup de main !","Searchingway",14,False,158,41,0,241025,1402,18,13,5,1,2,3,5,6,7,8,0,0,0,0,0
48,"Cosmoport bêta<Indent/>: en cours
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Participez à l'effort collectif<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Cosmoport bêta<Indent/>: chantier en cours","Un projet d'ouvrage collectif visant à agrandir le cosmoport est en cours<Indent/>! Merci de participer<Indent/>!","Un projet d'ouvrage collectif vient d'être lancé 
pour l'agrandissement du cosmoport !","Searchingway",14,False,158,41,0,241025,0,0,0,0,1,2,3,5,6,7,8,0,0,0,0,0
49,"Hangar gamma/cosmoport bêta<Indent/>: terminés
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Quartier libre<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Hangar gamma et cosmoport bêta<Indent/>: chantiers terminés","L'agrandissement du hangar et du cosmoport est terminé<Indent/>! L'exploration spatiale se poursuit, merci de votre coopération<Indent/>!","L'agrandissement du hangar des mécanos cosmiques et 
du cosmoport est terminé ! Un grand merci à tous les par<SoftHyphen/>ti<SoftHyphen/>ci<SoftHyphen/>pants !","Searchingway",15,False,158,42,0,241026,1402,18,14,5,1,2,3,5,6,7,8,0,0,0,0,0
50,"Ascenseur nadiral<Indent/>: coll. matériaux
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Participez aux missions cosmiques<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Ascenseur nadiral<Indent/>: collecte des matériaux","Nous avons besoin de matériaux pour construire un ascenseur souterrain<Indent/>! Merci de participer aux missions cosmiques<Indent/>!","Nous devons construire un ascenseur pour descendre dans les profondeurs 
de la lune ! Nous sommes en train de réunir les matériaux nécessaires !","Searchingway",15,False,158,43,0,241027,0,0,0,0,1,2,3,5,6,7,8,0,0,0,0,0
51,"Ascenseur nadiral 1<Indent/>: préparation
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Tenez-vous prêts<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Ascenseur nadiral 1<Indent/>: préparation du chantier","Un premier projet d'ouvrage collectif visant à construire un ascenseur souterrain va bientôt commencer<Indent/>! Merci de participer<Indent/>!","Un premier projet d'ouvrage collectif va bientôt être lancé pour 
la con<SoftHyphen/>struc<SoftHyphen/>tion de l'ascenseur nadiral ! Venez nous filer un coup de main !","Searchingway",15,False,158,44,0,241027,1451,0,0,0,1,2,3,5,6,7,8,0,0,0,0,0
52,"Ascenseur nadiral 1<Indent/>: en cours
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Participez à l'effort collectif<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Ascenseur nadiral 1<Indent/>: chantier en cours","Un premier projet d'ouvrage collectif visant à construire un ascenseur souterrain est en cours<Indent/>! Merci de participer<Indent/>!","Le premier projet d'ouvrage collectif vient d'être 
lancé pour la con<SoftHyphen/>struc<SoftHyphen/>tion de l'ascenseur nadiral !","Searchingway",15,False,158,45,0,241027,0,0,0,0,1,2,3,5,6,7,8,0,0,0,0,0
53,"Ascenseur nadiral 2<Indent/>: préparation
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Tenez-vous prêts<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Ascenseur nadiral 2<Indent/>: préparation du chantier","Un second projet d'ouvrage collectif visant à construire un ascenseur souterrain va bientôt commencer<Indent/>! Merci de participer<Indent/>!","Un second projet d'ouvrage collectif va bientôt être lancé pour 
la con<SoftHyphen/>struc<SoftHyphen/>tion de l'ascenseur nadiral ! Venez nous filer un coup de main !","Searchingway",16,False,158,46,0,241028,1401,18,15,5,1,2,3,5,6,7,8,0,0,0,0,0
54,"Ascenseur nadiral 2<Indent/>: en cours
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Participez à l'effort collectif<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Ascenseur nadiral 2<Indent/>: chantier en cours","Un second projet d'ouvrage collectif visant à construire un ascenseur souterrain est en cours<Indent/>! Merci de participer<Indent/>!","Le second projet d'ouvrage collectif vient d'être 
lancé pour la con<SoftHyphen/>struc<SoftHyphen/>tion de l'ascenseur nadiral !","Searchingway",16,False,158,46,0,241028,0,0,0,0,1,2,3,5,6,7,8,0,0,0,0,0
55,"Ascenseur nadiral<Indent/>: terminé
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Quartier libre<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Ascenseur nadiral<Indent/>: chantier terminé","La con<SoftHyphen/>struc<SoftHyphen/>tion de l'ascenseur nadiral est terminée<Indent/>! L'exploration souterraine peut commencer, merci de votre coopération<Indent/>!","La con<SoftHyphen/>struc<SoftHyphen/>tion de l'ascenseur nadiral est terminée ! 
Un grand merci à tous les par<SoftHyphen/>ti<SoftHyphen/>ci<SoftHyphen/>pants !","Searchingway",17,False,158,47,0,241029,1411,18,16,6,1,2,3,5,6,7,8,0,0,0,0,0
56,"Cosmo-navette souterraine<Indent/>: coll. matériaux
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Participez aux missions cosmiques<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Cosmo-navette souterraine<Indent/>: collecte des matériaux","Nous avons besoin de matériaux pour installer une cosmo-navette souterraine<Indent/>! Merci de participer aux missions cosmiques<Indent/>!","Nous prévoyons de construire une nouvelle cosmo-navette souterraine ! 
Nous sommes en train de réunir les matériaux nécessaires !","Searchingway",17,False,158,48,0,241030,0,0,0,0,1,2,3,5,6,7,8,0,0,0,0,0
57,"Cosmo-navette souterraine<Indent/>: en cours
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Encore un peu de patience<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Cosmo-navette souterraine<Indent/>: chantier en cours","La fin du chantier pour la con<SoftHyphen/>struc<SoftHyphen/>tion de la cosmo-navette souterraine approche<Indent/>! Encore un peu de patience, et nous pourrons tous en profiter<Indent/>!","La fin du chantier pour la con<SoftHyphen/>struc<SoftHyphen/>tion de la 
cosmo-navette souterraine est prévue pour bientôt !","Searchingway",17,False,158,48,0,241030,1452,0,0,0,1,2,3,5,6,7,8,0,0,0,0,0
58,"Cosmo-navette souterraine<Indent/>: terminée
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Quartier libre<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Cosmo-navette souterraine<Indent/>: chantier terminé","L'installation de la cosmo-navette souterraine est terminée<Indent/>! L'exploration avance idéalement, merci de votre coopération<Indent/>!","La con<SoftHyphen/>struc<SoftHyphen/>tion de la cosmo-navette souterraine 
est terminée ! Un grand merci à tous les par<SoftHyphen/>ti<SoftHyphen/>ci<SoftHyphen/>pants !","Searchingway",18,False,158,49,0,241031,1404,18,17,6,1,2,3,5,6,7,8,9,0,0,0,0
59,"Luna Hopopolis<Indent/>: coll. matériaux
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Participez aux missions cosmiques<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Luna Hopopolis<Indent/>: collecte des matériaux","Nous avons besoin de matériaux pour agrandir encore davantage la station sélénienne<Indent/>! Merci de participer aux missions cosmiques<Indent/>!","Nous comptons effectuer encore un gros agrandissement de la station 
sélénienne ! Nous sommes en train de réunir les matériaux nécessaires !","Searchingway",18,False,158,50,0,241032,0,0,0,0,1,2,3,5,6,7,8,9,0,0,0,0
60,"Luna Hopopolis<Indent/>: préparation
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Tenez-vous prêts<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Luna Hopopolis<Indent/>: préparation du chantier","Un projet d'ouvrage collectif visant à agrandir encore davantage la station sélénienne va bientôt commencer<Indent/>! Merci de participer<Indent/>!","Un projet d'ouvrage collectif va bientôt être lancé en vue 
d'agrandir encore plus la station ! Venez nous filer un coup de main !","Searchingway",18,False,158,51,0,241032,1451,0,0,0,1,2,3,5,6,7,8,9,0,0,0,0
61,"Luna Hopopolis<Indent/>: en cours
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Participez à l'effort collectif<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Luna Hopopolis<Indent/>: chantier en cours","Un projet d'ouvrage collectif visant à agrandir encore davantage la station sélénienne est en cours<Indent/>! Merci de participer<Indent/>!","Un projet d'ouvrage collectif vient d'être lancé 
afin d'agrandir encore plus la station !","Searchingway",18,False,158,52,0,241032,0,0,0,0,1,2,3,5,6,7,8,9,0,0,0,0
62,"Luna Hopopolis<Indent/>: terminée
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Prenez un repos bien mérité<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Luna Hopopolis<Indent/>: chantier terminé","Le nouvel agrandissement de la station sélénienne est terminé<Indent/>! Notre base est plus im<SoftHyphen/>pres<SoftHyphen/>sion<SoftHyphen/>nante que jamais, merci de votre coopération<Indent/>!","L'agrandissement de la station est terminé ! 
Un grand merci à tous les par<SoftHyphen/>ti<SoftHyphen/>ci<SoftHyphen/>pants !","Searchingway",19,False,158,53,0,241033,1403,18,18,6,1,2,3,5,6,7,8,9,0,0,0,0
63,"Développement de la station sélénienne terminé
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Vers l'infini, et au-delà<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Développement de la station sélénienne terminé","Les infrastructures de la station sont toutes achevées<Indent/>! Le jour de notre départ de Sinus Ardorum approche<Indent/>! Fé<SoftHyphen/>li<SoftHyphen/>ci<SoftHyphen/>ta<SoftHyphen/>tions et merci à toutes et à tous<Indent/>!","Grâce aux efforts communs de tous, les différentes infrastructures prévues 
pour la station sélénienne sont enfin terminées ! Merci, merci, et encore merci !!!","Searchingway",19,False,158,54,0,241034,0,0,0,0,1,2,3,5,6,7,8,9,0,0,0,0
64,"Campement bêta<Indent/>: coll. matériaux
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Participez aux missions cosmiques<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Campement bêta<Indent/>: collecte des matériaux","Nous avons besoin de matériaux pour agrandir la station<Indent/>! Merci de participer aux missions cosmiques<Indent/>!","Première étape, l'agrandissement de la station<Indent/>! 
Nous avons besoin de matériaux, votre aide est la bienvenue<Indent/>!","Searchingway",0,False,168,1,0,241035,0,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0
65,"Campement bêta<Indent/>: préparation
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Tenez-vous prêts<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Campement bêta<Indent/>: préparation du chantier","Un projet d'ouvrage collectif visant à agrandir la station va bientôt commencer<Indent/>! Merci de participer<Indent/>!","Un projet d'ouvrage collectif va bientôt être lancé en vue 
d'agrandir la station<Indent/>! Venez nous filer un coup de main<Indent/>!","Searchingway",0,False,168,1,0,241035,1451,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0
66,"Campement bêta<Indent/>: en cours
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Participez à l'effort collectif<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Campement bêta<Indent/>: chantier en cours","Un projet d'ouvrage collectif vient d'être lancé afin d'agrandir la station<Indent/>! Merci de participer<Indent/>! ","Un projet d'ouvrage collectif vient d'être lancé 
afin d'agrandir la station<Indent/>! Merci d'avance<Indent/>!","Searchingway",0,False,168,2,0,241035,0,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0
67,"Campement bêta<Indent/>: terminé
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Quartier libre<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Campement bêta<Indent/>: chantier terminé","L'agrandissement de la station est terminé<Indent/>! L'exploration spatiale continue, merci de votre coopération<Indent/>!","L'agrandissement de la station est terminé ! 
Un grand merci à tous les par<SoftHyphen/>ti<SoftHyphen/>ci<SoftHyphen/>pants !","Searchingway",1,False,168,3,0,241036,1478,126,0,6,2,3,4,0,0,0,0,0,0,0,0,0
68,"Cosmo-navette du pourtour<Indent/>: coll. matériaux
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Participez aux missions cosmiques<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Cosmo-navette du pourtour de la station<Indent/>: collecte des matériaux","Nous avons besoin de matériaux pour installer un système de navettes<Indent/>! Merci de participer aux missions cosmiques<Indent/>!","Nous sommes en train de réunir les matériaux nécessaires 
à l'installation d'un système de navettes<Indent/>! Votre aide est la bienvenue<Indent/>!","Searchingway",1,False,168,4,0,241037,0,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0
69,"Cosmo-navette du pourtour<Indent/>: préparation
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Tenez-vous prêts<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Cosmo-navette du pourtour de la station<Indent/>: préparation du chantier","Un projet d'ouvrage collectif visant à installer un système de navettes va bientôt commencer<Indent/>! Merci de participer<Indent/>!","Un projet d'ouvrage collectif va bientôt être lancé pour 
la con<SoftHyphen/>struc<SoftHyphen/>tion de la cosmo-navette<Indent/>! On compte sur vous<Indent/>!","Searchingway",1,False,168,4,0,241037,1451,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0
70,"Cosmo-navette du pourtour<Indent/>: en cours
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Participez à l'effort collectif<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Cosmo-navette du pourtour de la station<Indent/>: chantier en cours","Un projet d'ouvrage collectif visant à installer un système de navettes est en cours<Indent/>! Merci de participer<Indent/>!","Un projet d'ouvrage collectif vient d'être lancé pour 
la con<SoftHyphen/>struc<SoftHyphen/>tion de la cosmo-navette<Indent/>! Merci d'avance<Indent/>!","Searchingway",1,False,168,4,0,241037,0,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0
71,"Cosmo-navette du pourtour<Indent/>: terminée
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Quartier libre<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Cosmo-navette du pourtour de la station<Indent/>: chantier terminé","L'installation du système de navettes est terminée<Indent/>! L'exploration va pouvoir se poursuivre à grande vitesse, merci de votre coopération<Indent/>!","La con<SoftHyphen/>struc<SoftHyphen/>tion de la cosmo-navette du pourtour 
de la station est terminée<Indent/>! Bravo à tous<Indent/>!","Searchingway",2,False,168,5,0,241038,1479,126,1,6,2,3,4,0,0,0,0,0,0,0,0,0
72,"Modules d'habitation<Indent/>: coll. matériaux
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Participez aux missions cosmiques<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Modules d'habitation<Indent/>: collecte des matériaux","Nous avons besoin de matériaux pour construire des modules d'habitation<Indent/>! Merci de participer aux missions cosmiques<Indent/>!","Nous sommes en train de réunir les matériaux nécessaires à 
la con<SoftHyphen/>struc<SoftHyphen/>tion de modules d'habitation<Indent/>! Votre aide est la bienvenue<Indent/>!","Searchingway",2,False,168,6,0,241039,0,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0
73,"Modules d'habitation<Indent/>: préparation
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Tenez-vous prêts<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Modules d'habitation<Indent/>: préparation du chantier","Un projet d'ouvrage collectif visant à construire des modules d'habitation va bientôt commencer<Indent/>! Merci de participer<Indent/>!","Un projet d'ouvrage collectif va bientôt être lancé pour 
la con<SoftHyphen/>struc<SoftHyphen/>tion des modules d'habitation<Indent/>! On compte sur vous<Indent/>!","Searchingway",2,False,168,6,0,241039,1451,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0
74,"Modules d'habitation<Indent/>: en cours
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Participez à l'effort collectif<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Modules d'habitation<Indent/>: chantier en cours","Un projet d'ouvrage collectif visant à construire des modules d'habitation est en cours<Indent/>! Merci de participer<Indent/>!","Un projet d'ouvrage collectif vient d'être lancé pour 
la con<SoftHyphen/>struc<SoftHyphen/>tion des modules d'habitation<Indent/>! Merci d'avance<Indent/>!","Searchingway",2,False,168,6,0,241039,0,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0
75,"Modules d'habitation<Indent/>: terminés
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Quartier libre<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Modules d'habitation<Indent/>: chantier terminé","Les modules d'habitation sont terminés<Indent/>! Les conditions de vie à la station vont s'améliorer, merci de votre coopération<Indent/>!","La con<SoftHyphen/>struc<SoftHyphen/>tion des modules d'habitation 
est terminée<Indent/>! Bravo à tous<Indent/>!","Searchingway",3,False,168,7,0,241040,1402,126,2,5,2,3,4,0,0,0,0,0,0,0,0,0
76,"Stations énerg./hydro.<Indent/>: coll. matériaux
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Participez aux missions cosmiques<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Stations énergétique et hydropurificatrice<Indent/>: collecte des matériaux","Nous avons besoin de matériaux pour construire une centrale électrique et une station de purification d'eau<Indent/>! Merci de participer aux missions cosmiques<Indent/>!","Nous prévoyons de construire une centrale électrique et une station de 
purification d'eau<Indent/>! Nous sommes en train de réunir les matériaux nécessaires<Indent/>!","Searchingway",3,False,168,8,0,241041,0,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0
77,"Station énergétique<Indent/>: préparation
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Tenez-vous prêts<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Station énergétique<Indent/>: préparation du chantier","Un projet d'ouvrage collectif visant à construire une centrale électrique va bientôt commencer<Indent/>! Merci de participer<Indent/>!","Un projet d'ouvrage collectif va bientôt être lancé pour la con<SoftHyphen/>struc<SoftHyphen/>tion 
d'une centrale électrique<Indent/>! Venez nous filer un coup de main<Indent/>!","Searchingway",3,False,168,8,0,241041,1451,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0
78,"Station énergétique<Indent/>: en cours
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Participez à l'effort collectif<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Station énergétique<Indent/>: chantier en cours","Un projet d'ouvrage collectif visant à construire une centrale électrique est en cours<Indent/>! Merci de participer<Indent/>!","Un projet d'ouvrage collectif vient d'être lancé pour la 
con<SoftHyphen/>struc<SoftHyphen/>tion d'une centrale électrique<Indent/>! Merci d'avance<Indent/>!","Searchingway",3,False,168,8,0,241041,0,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0
79,"Station hydropurificatrice<Indent/>: préparation
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Tenez-vous prêts<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Station hydropurificatrice<Indent/>: préparation du chantier","Un projet d'ouvrage collectif visant à construire une station de purification d'eau va bientôt commencer<Indent/>! Merci de participer<Indent/>!","Un projet d'ouvrage collectif va bientôt être lancé pour la con<SoftHyphen/>struc<SoftHyphen/>tion 
d'une station de purification d'eau<Indent/>! Venez nous filer un coup de main<Indent/>!","Searchingway",4,False,168,9,0,241042,1401,126,3,5,2,3,4,0,0,0,0,0,0,0,0,0
80,"Station hydropurificatrice<Indent/>: en cours
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Participez à l'effort collectif<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Station hydropurificatrice<Indent/>: chantier en cours","Un projet d'ouvrage collectif visant à construire une station de purification d'eau est en cours<Indent/>! Merci de participer<Indent/>!","Un projet d'ouvrage collectif vient d'être lancé pour la con<SoftHyphen/>struc<SoftHyphen/>tion 
d'une station de purification d'eau<Indent/>! Merci d'avance<Indent/>!","Searchingway",4,False,168,9,0,241042,0,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0
81,"Stations énergétique/hydropurificatrice<Indent/>: terminées
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Quartier libre<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Stations énergétique et hydropurificatrice<Indent/>: chantiers terminés","La con<SoftHyphen/>struc<SoftHyphen/>tion de la centrale électrique et de la station de purification d'eau est terminée<Indent/>! Nos besoins sont satisfaits, merci de votre coopération<Indent/>!","La con<SoftHyphen/>struc<SoftHyphen/>tion de la centrale électrique et de la station de 
purification d'eau est terminée<Indent/>! Bravo à tous les par<SoftHyphen/>ti<SoftHyphen/>ci<SoftHyphen/>pants<Indent/>!","Searchingway",5,False,168,10,0,241043,1402,126,4,5,2,3,4,0,0,0,0,0,0,0,0,0
82,"Hangar bêta<Indent/>: coll. matériaux
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Participez aux missions cosmiques<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Hangar bêta<Indent/>: collecte des matériaux","Nous avons besoin de matériaux pour agrandir le hangar des machines<Indent/>! Merci de participer aux missions cosmiques<Indent/>!","Nous projetons d'agrandir le hangar des machines ! 
Aidez-nous à réunir les matériaux nécessaires<Indent/>!","Searchingway",5,False,168,11,0,241044,0,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0
83,"Hangar bêta<Indent/>: préparation
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Tenez-vous prêts<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Hangar bêta<Indent/>: préparation du chantier","Un projet d'ouvrage collectif visant à agrandir le hangar des machines va bientôt commencer<Indent/>! Merci de participer<Indent/>!","Un projet d'ouvrage collectif va bientôt être lancé pour 
l'agrandissement du hangar ! Venez nous filer un coup de main !","Searchingway",5,False,168,11,0,241044,1451,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0
84,"Hangar bêta<Indent/>: en cours
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Participez à l'effort collectif<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Hangar bêta<Indent/>: chantier en cours","Un projet d'ouvrage collectif visant à agrandir le hangar des machines est en cours<Indent/>! Merci de participer<Indent/>!","Un projet d'ouvrage collectif vient d'être lancé 
pour l'agrandissement du hangar ! Merci d'avance<Indent/>!","Searchingway",5,False,168,11,0,241044,0,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0
85,"Hangar bêta<Indent/>: terminé
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Quartier libre<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Hangar bêta<Indent/>: chantier terminé","L'agrandissement du hangar est terminé ! Les machines seront maintenant plus à l'aise, merci de votre coopération<Indent/>!","L'agrandissement du hangar est terminé ! 
Bravo à tous les par<SoftHyphen/>ti<SoftHyphen/>ci<SoftHyphen/>pants !","Searchingway",6,False,168,12,0,241045,1402,126,5,5,2,3,4,0,0,0,0,0,0,0,0,0
86,"Cosmo-navette des plaines<Indent/>: coll. matériaux
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Participez aux missions cosmiques<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Cosmo-navette des plaines<Indent/>: collecte des matériaux","Nous avons besoin de matériaux pour construire la cosmo-navette des plaines<Indent/>! Merci de participer aux missions cosmiques<Indent/>!","Nous prévoyons de construire une nouvelle cosmo-navette du nord-ouest au 
sud de la station ! Nous sommes en train de réunir les matériaux nécessaires !","Searchingway",6,False,168,13,0,241046,0,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0
87,"Cosmo-navette des plaines<Indent/>: en cours
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Encore un peu de patience<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Cosmo-navette des plaines<Indent/>: chantier en cours","La fin du chantier pour la con<SoftHyphen/>struc<SoftHyphen/>tion de la cosmo-navette des plaines approche<Indent/>! Encore un peu de patience, et nous pourrons tous en profiter<Indent/>!","La fin du chantier pour la con<SoftHyphen/>struc<SoftHyphen/>tion de la cosmo-navette 
des plaines est prévue pour bientôt !","Searchingway",6,False,168,13,0,241046,1452,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0
