key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
20,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Salut <If(PlayerParameter(4))>ma grande<Else/>bonhomme</If>. Si tu cherches à accomplir des mandats de guilde, tu t'es adressé<If(PlayerParameter(4))>e<Else/></If> à la bonne personne.","Quoi<Indent/>? Tu cherches du travail<Indent/>? J'aurais bien quelques mandats de guilde à te proposer, malheureusement j'ai pas le droit de donner du boulot aux aventuriers qui ont pas été recommandés par <Switch(IntegerParameter(1))><Case(1)>Baderon</Case><Case(2)>Miounne</Case><Case(3)>Momodi</Case></Switch>.","Bon courage pour ton mandat, et tâche de revenir en un seul morceau.","Quoi<Indent/>? Tu cherches du travail<Indent/>? Désolé, <If(PlayerParameter(4))>ma grande<Else/>mon grand</If>, mais si tu veux que je te propose des mandats de guilde, il va falloir t'améliorer un peu... Parce que là, même la palefrenière à côté de moi pourrait te botter le cul<Indent/>!","On dirait que t'as réussi le mandat que je t'ai confié. Tout travail mérite salaire. Voilà donc ta récompense.","0","0","Quoi<Indent/>? T'as tué une créature recherchée, tu dis<Indent/>!? C'est fantastique<Indent/>! Les habitants de la métairie seront ravis d'apprendre la nouvelle. Tiens, j'ai ajouté un petit bonus à ta récompense, en guise de re<SoftHyphen/>mer<SoftHyphen/>cie<SoftHyphen/>ment."
21,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"<If(LessThan(PlayerParameter(11),12))><If(LessThan(PlayerParameter(11),4))>Bonsoir<Else/>Bonjour</If><Else/><If(LessThan(PlayerParameter(11),17))>Bonjour<Else/>Bonsoir</If></If> aventuri<If(PlayerParameter(4))>ère<Else/>er</If>. Est-ce que vous êtes en quête de travail<Indent/>? Si c'est le cas, il se peut que j'aie de quoi vous occuper.","Je suis chargé de gérer les mandats de guilde à Costa del Sol. J'imagine que vous savez de quoi il s'agit, je ne vais donc pas entrer dans les détails. Sachez toutefois que je ne peux pas donner de travail aux aventuriers qui n'ont pas obtenu de re<SoftHyphen/>com<SoftHyphen/>man<SoftHyphen/>da<SoftHyphen/>tion de la part de <Switch(IntegerParameter(1))><Case(1)>Baderon</Case><Case(2)>Miounne</Case><Case(3)>Momodi</Case></Switch>. Eh oui, c'est comme ça...","Bon courage<Indent/>! Je compte sur vous<Indent/>!","Je suis chargé gérer les mandats de guilde à Costa del Sol. J'imagine que vous savez de quoi il s'agit, je ne vais donc pas entrer dans les détails. Sachez toutefois que je ne peux pas donner de travail aux aventuriers qui ne sont pas suf<SoftHyphen/>fi<SoftHyphen/>sam<SoftHyphen/>ment puissants pour tuer les monstres qui rôdent autour du camp. Eh oui, c'est comme ça...","Vous avez accompli le mandat<Indent/>? Splendide<Indent/>! Je savais bien que vous en étiez capable. Tenez, voici la récompense qui vous est due.","0","0","Vous êtes venu<If(PlayerParameter(4))>e<Else/></If> à bout d'une créature recherchée, vous dites<Indent/>!? Alors ça, pour une nouvelle, c'est une excellente nouvelle<Indent/>! Le seigneur Gegeruju sera ravi d'entendre ça. Tenez, voici votre récompense et la prime de tête qui va avec."
22,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Mon petit doigt me dit que tu cherches quelque chose pour t'occuper. Figure-toi que je suis justement ici pour donner du travail aux aventuriers désœuvrés, comme toi.","Mon nom est Ourawann. Je suis chargé d'attribuer des mandats de guilde pour le chantier naval de Moraby. Tu sais sans doute de quoi il s'agit, et je ne vais donc pas me lancer dans de longues ex<SoftHyphen/>pli<SoftHyphen/>ca<SoftHyphen/>tions. Sache toutefois que je ne peux pas donner de travail aux aventuriers qui n'ont pas obtenu de re<SoftHyphen/>com<SoftHyphen/>man<SoftHyphen/>da<SoftHyphen/>tion de la part de <Switch(IntegerParameter(1))><Case(1)>Baderon</Case><Case(2)>Miounne</Case><Case(3)>Momodi</Case></Switch>. Me regarde pas comme ça, c'est pas moi qui décide des règles<Indent/>!","Prépare-toi bien avant de lancer le mandat. C'est que je ne veux pas non plus t'envoyer au casse-pipe.","Mon nom est Ourawann. Je suis chargé d'attribuer des mandats de guilde pour le chantier naval de Moraby. Tu sais sans doute de quoi il s'agit, et je ne vais donc pas me lancer dans de longues ex<SoftHyphen/>pli<SoftHyphen/>ca<SoftHyphen/>tions. Sache toutefois que je ne peux pas donner de travail aux aventuriers qui ne sont pas suf<SoftHyphen/>fi<SoftHyphen/>sam<SoftHyphen/>ment aguerris pour tuer les monstres qui rôdent autour du chantier naval. Me regarde pas comme ça, c'est pas moi qui décide des règles<Indent/>!","Tu as accompli le mandat que je t'avais confié<Indent/>? Très bien. Voici la récompense qui va avec.","0","0","Non seulement tu as réussi le mandat que je t'ai confié, mais en plus tu es venu<If(PlayerParameter(4))>e<Else/></If> à bout d'une créature recherchée... Chapeau<Indent/>! On peut dif<SoftHyphen/>fi<SoftHyphen/>ci<SoftHyphen/>le<SoftHyphen/>ment faire mieux, je crois. Voilà ta récompense, et la prime de tête qui va avec. Fais-en bon usage<Indent/>!"
23,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Salut à toi, aventurrri<If(PlayerParameter(4))>ère<Else/>er</If>. J'ai été envoyée ici pour distribuer les mandats de guilde.","Tiens, tu ne chercherais pas du trrravail, par hasard<Indent/>? Je pourrais t'en confier, mais tu vas d'abord devoir obtenir la re<SoftHyphen/>com<SoftHyphen/>man<SoftHyphen/>da<SoftHyphen/>tion de <Switch(IntegerParameter(1))><Case(1)>Baderon</Case><Case(2)>Miounne</Case><Case(3)>Momodi</Case></Switch>. La guilde des aventuriers ne peut pas faire confiance <If(PlayerParameter(4))>à la première venue<Else/>au premier venu</If>, tu comprends<Indent/>?","Bon courrrage<Indent/>! Je vais prier pour ton retour en un seul morceau, héhé.","Tiens, tu ne chercherais pas du trrravail, par hasard<Indent/>? Je pourrais t'en confier, mais tu vas d'abord devoir t'entraîner davantage. La guilde des aventuriers ne peut pas faire confiance <If(PlayerParameter(4))>à la première venue<Else/>au premier venu</If>, tu comprends<Indent/>?","Ah, je suis heurrreuse de te revoir<Indent/>! Notre client sera cer<SoftHyphen/>tai<SoftHyphen/>ne<SoftHyphen/>ment ravi de ta performance. Tiens, voilà ta paye.","0","0","Incroyable<Indent/>! Tu as même réussi à abattre une créature recherchée<Indent/>! Dans ce cas, tu as bien mérité cette récompense sup<SoftHyphen/>plé<SoftHyphen/>men<SoftHyphen/>tai<SoftHyphen/>re. Brrravo<Indent/>!"
24,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Mon nom est Eugene. Je suis chargé d'attribuer des mandats de grande compagnie pour le Maelstrom.","Vous voulez que je vous propose des mandats de grande compagnie<Indent/>? Je suis désolé, mais je ne suis pas autorisé à confier des missions aux aventuriers qui n'ont pas encore accompli un seul mandat de guilde.","Vous avez vos ordres, <If(GreaterThan(PlayerParameter(52),0))><If(PlayerParameter(4))><Sheet(GCRankLimsaFemaleText,PlayerParameter(52),0)/><Else/><Sheet(GCRankLimsaMaleText,PlayerParameter(52),0)/></If><Else/><If(GreaterThan(PlayerParameter(53),0))><If(PlayerParameter(4))><Sheet(GCRankGridaniaFemaleText,PlayerParameter(53),0)/><Else/><Sheet(GCRankGridaniaMaleText,PlayerParameter(53),0)/></If><Else/><If(GreaterThan(PlayerParameter(54),0))><If(PlayerParameter(4))><Sheet(GCRankUldahFemaleText,PlayerParameter(54),0)/><Else/><Sheet(GCRankUldahMaleText,PlayerParameter(54),0)/></If><Else/></If></If></If>. Que les Douze veillent sur vous<Indent/>!","Vous voulez que je vous propose des mandats de grande compagnie<Indent/>? Je suis désolé, mais je ne suis pas autorisé à confier des missions aux aventuriers qui n'ont pas encore accompli un seul mandat de guilde.","Bravo, <If(GreaterThan(PlayerParameter(52),0))><If(PlayerParameter(4))><Sheet(GCRankLimsaFemaleText,PlayerParameter(52),0)/><Else/><Sheet(GCRankLimsaMaleText,PlayerParameter(52),0)/></If><Else/><If(GreaterThan(PlayerParameter(53),0))><If(PlayerParameter(4))><Sheet(GCRankGridaniaFemaleText,PlayerParameter(53),0)/><Else/><Sheet(GCRankGridaniaMaleText,PlayerParameter(53),0)/></If><Else/><If(GreaterThan(PlayerParameter(54),0))><If(PlayerParameter(4))><Sheet(GCRankUldahFemaleText,PlayerParameter(54),0)/><Else/><Sheet(GCRankUldahMaleText,PlayerParameter(54),0)/></If><Else/></If></If></If>, vous avez fait du bon boulot<Indent/>! Voici vos sceaux, comme convenu.","Vous voulez que je vous propose des mandats de grande compagnie<Indent/>? Je suis désolé, mais je ne suis pas autorisé à confier des missions aux aventuriers qui n'appartiennent ni au Maelstrom, ni à l'ordre des Deux Vipères, ni aux Immortels. Inutile de discuter<Indent/>!","0","0"
25,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Mon nom est C'lafumyn. Je suis chargée de distribuer des mandats de grrrande compagnie pour le Maelstrom.","Vous voulez que je vous propose des mandats de grrrande compagnie<Indent/>? Je suis désolée, mais je ne suis pas autorisée à confier des missions aux aventuriers qui n'ont pas encore accompli un seul mandat de guilde.","Vous avez vos orrrdres, <If(GreaterThan(PlayerParameter(52),0))><If(PlayerParameter(4))><Sheet(GCRankLimsaFemaleText,PlayerParameter(52),0)/><Else/><Sheet(GCRankLimsaMaleText,PlayerParameter(52),0)/></If><Else/><If(GreaterThan(PlayerParameter(53),0))><If(PlayerParameter(4))><Sheet(GCRankGridaniaFemaleText,PlayerParameter(53),0)/><Else/><Sheet(GCRankGridaniaMaleText,PlayerParameter(53),0)/></If><Else/><If(GreaterThan(PlayerParameter(54),0))><If(PlayerParameter(4))><Sheet(GCRankUldahFemaleText,PlayerParameter(54),0)/><Else/><Sheet(GCRankUldahMaleText,PlayerParameter(54),0)/></If><Else/></If></If></If>. Que Llymlaen vous garde<Indent/>!","Vous voulez que je vous propose des mandats de grrrande compagnie<Indent/>? Je suis désolée, mais je ne suis pas autorisée à confier des missions aux aventuriers qui n'ont pas encore accompli un seul mandat de guilde.","Bravo, <If(GreaterThan(PlayerParameter(52),0))><If(PlayerParameter(4))><Sheet(GCRankLimsaFemaleText,PlayerParameter(52),0)/><Else/><Sheet(GCRankLimsaMaleText,PlayerParameter(52),0)/></If><Else/><If(GreaterThan(PlayerParameter(53),0))><If(PlayerParameter(4))><Sheet(GCRankGridaniaFemaleText,PlayerParameter(53),0)/><Else/><Sheet(GCRankGridaniaMaleText,PlayerParameter(53),0)/></If><Else/><If(GreaterThan(PlayerParameter(54),0))><If(PlayerParameter(4))><Sheet(GCRankUldahFemaleText,PlayerParameter(54),0)/><Else/><Sheet(GCRankUldahMaleText,PlayerParameter(54),0)/></If><Else/></If></If></If>, vous avez fait du bon trrravail<Indent/>! Voilà vos sceaux.","Vous voulez que je vous prrropose des mandats de grande compagnie<Indent/>? Je suis désolée, mais je ne suis pas autorisée à confier des missions aux aventuriers qui n'appartiennent ni au Maelstrom, ni à l'orrrdre des Deux Vipères, ni aux Immortels.","Vous voulez que je vous propose des mandats de grrrande compagnie<Indent/>? Je suis désolée, mais je ne suis pas autorisée à confier des missions aux recrues qui n'ont pas au moins le grrrade d'adjudant.","0"
26,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Mon nom est Cedrepierre. Je suis chargé de gérer des mandats de grande compagnie pour l'ordre des Deux Vipères.","Vous voulez que je vous propose des mandats de grande compagnie<Indent/>? Je suis désolé, mais je ne suis pas autorisé à confier des missions aux aventuriers qui n'ont pas encore accompli un seul mandat de guilde. C'est la règle.","Vous avez vos ordres, <If(GreaterThan(PlayerParameter(52),0))><If(PlayerParameter(4))><Sheet(GCRankLimsaFemaleText,PlayerParameter(52),0)/><Else/><Sheet(GCRankLimsaMaleText,PlayerParameter(52),0)/></If><Else/><If(GreaterThan(PlayerParameter(53),0))><If(PlayerParameter(4))><Sheet(GCRankGridaniaFemaleText,PlayerParameter(53),0)/><Else/><Sheet(GCRankGridaniaMaleText,PlayerParameter(53),0)/></If><Else/><If(GreaterThan(PlayerParameter(54),0))><If(PlayerParameter(4))><Sheet(GCRankUldahFemaleText,PlayerParameter(54),0)/><Else/><Sheet(GCRankUldahMaleText,PlayerParameter(54),0)/></If><Else/></If></If></If>. Et que Nophica veille sur vous<Indent/>!","Vous voulez que je vous propose des mandats de grande compagnie<Indent/>? Je suis désolé, mais je ne suis pas autorisé à confier des missions aux aventuriers qui n'ont pas encore accompli un seul mandat de guilde. C'est la règle.","Bravo, <If(GreaterThan(PlayerParameter(52),0))><If(PlayerParameter(4))><Sheet(GCRankLimsaFemaleText,PlayerParameter(52),0)/><Else/><Sheet(GCRankLimsaMaleText,PlayerParameter(52),0)/></If><Else/><If(GreaterThan(PlayerParameter(53),0))><If(PlayerParameter(4))><Sheet(GCRankGridaniaFemaleText,PlayerParameter(53),0)/><Else/><Sheet(GCRankGridaniaMaleText,PlayerParameter(53),0)/></If><Else/><If(GreaterThan(PlayerParameter(54),0))><If(PlayerParameter(4))><Sheet(GCRankUldahFemaleText,PlayerParameter(54),0)/><Else/><Sheet(GCRankUldahMaleText,PlayerParameter(54),0)/></If><Else/></If></If></If>, vous avez fait du bon travail<Indent/>! Voici vos sceaux, comme convenu.","Vous voulez que je vous propose des mandats de grande compagnie<Indent/>? Je suis désolé, mais je ne suis pas autorisé à confier des missions aux aventuriers qui ne sont pas enrôlés dans l'un des trois corps de l'Alliance éorzéenne.","0","0"
27,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Mon nom est H'amneko. Je suis chargée d'attribuer des mandats de grrrande compagnie pour l'ordre des Deux Vipères.","Vous voulez que je vous propose des mandats de grrrande compagnie<Indent/>? Je suis désolée, mais je ne suis pas autorisée à confier des missions aux aventuriers qui n'ont pas encore accompli un seul mandat de guilde.","Vous avez vos orrrdres, <If(GreaterThan(PlayerParameter(52),0))><If(PlayerParameter(4))><Sheet(GCRankLimsaFemaleText,PlayerParameter(52),0)/><Else/><Sheet(GCRankLimsaMaleText,PlayerParameter(52),0)/></If><Else/><If(GreaterThan(PlayerParameter(53),0))><If(PlayerParameter(4))><Sheet(GCRankGridaniaFemaleText,PlayerParameter(53),0)/><Else/><Sheet(GCRankGridaniaMaleText,PlayerParameter(53),0)/></If><Else/><If(GreaterThan(PlayerParameter(54),0))><If(PlayerParameter(4))><Sheet(GCRankUldahFemaleText,PlayerParameter(54),0)/><Else/><Sheet(GCRankUldahMaleText,PlayerParameter(54),0)/></If><Else/></If></If></If>. Et que Nophica veille sur vous<Indent/>!","Vous voulez que je vous propose des mandats de grrrande compagnie<Indent/>? Je suis désolée, mais je ne suis pas autorisée à confier des missions aux aventuriers qui n'ont pas encore accompli un seul mandat de guilde.","Bravo, <If(GreaterThan(PlayerParameter(52),0))><If(PlayerParameter(4))><Sheet(GCRankLimsaFemaleText,PlayerParameter(52),0)/><Else/><Sheet(GCRankLimsaMaleText,PlayerParameter(52),0)/></If><Else/><If(GreaterThan(PlayerParameter(53),0))><If(PlayerParameter(4))><Sheet(GCRankGridaniaFemaleText,PlayerParameter(53),0)/><Else/><Sheet(GCRankGridaniaMaleText,PlayerParameter(53),0)/></If><Else/><If(GreaterThan(PlayerParameter(54),0))><If(PlayerParameter(4))><Sheet(GCRankUldahFemaleText,PlayerParameter(54),0)/><Else/><Sheet(GCRankUldahMaleText,PlayerParameter(54),0)/></If><Else/></If></If></If>, vous avez fait du bon trrravail<Indent/>! Voici vos sceaux, comme convenu.","Vous voulez que je vous prrropose des mandats de grande compagnie<Indent/>? Je suis désolée, mais je ne suis pas autorisée à confier des missions aux aventuriers qui ne sont pas enrôlés dans l'un des trois corrrps de l'Alliance éorzéenne.","Vous voulez que je vous propose des mandats de grrrande compagnie<Indent/>? Je suis désolée, mais je ne suis pas autorisée à confier des missions aux recrues qui n'ont pas au moins le grrrade d'adjudant.","0"
28,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Mon nom est Kikiri. Je suis chargée de distribuer des mandats de grande compagnie pour les Immortels.","Vous voulez que je vous propose des mandats de grande compagnie<Indent/>? Je suis désolée, mais je ne suis pas autorisée à confier des missions aux aventuriers qui n'ont pas encore accompli un seul mandat de guilde.","Vous avez vos ordres, <If(GreaterThan(PlayerParameter(52),0))><If(PlayerParameter(4))><Sheet(GCRankLimsaFemaleText,PlayerParameter(52),0)/><Else/><Sheet(GCRankLimsaMaleText,PlayerParameter(52),0)/></If><Else/><If(GreaterThan(PlayerParameter(53),0))><If(PlayerParameter(4))><Sheet(GCRankGridaniaFemaleText,PlayerParameter(53),0)/><Else/><Sheet(GCRankGridaniaMaleText,PlayerParameter(53),0)/></If><Else/><If(GreaterThan(PlayerParameter(54),0))><If(PlayerParameter(4))><Sheet(GCRankUldahFemaleText,PlayerParameter(54),0)/><Else/><Sheet(GCRankUldahMaleText,PlayerParameter(54),0)/></If><Else/></If></If></If>. Que le Cristal vous montre la voie<Indent/>!","Vous voulez que je vous propose des mandats de grande compagnie<Indent/>? Je suis désolée, mais je ne suis pas autorisée à confier des missions aux aventuriers qui n'ont pas encore accompli un seul mandat de guilde. Il va falloir vous y faire.","Fé<SoftHyphen/>li<SoftHyphen/>ci<SoftHyphen/>ta<SoftHyphen/>tions, <If(GreaterThan(PlayerParameter(52),0))><If(PlayerParameter(4))><Sheet(GCRankLimsaFemaleText,PlayerParameter(52),0)/><Else/><Sheet(GCRankLimsaMaleText,PlayerParameter(52),0)/></If><Else/><If(GreaterThan(PlayerParameter(53),0))><If(PlayerParameter(4))><Sheet(GCRankGridaniaFemaleText,PlayerParameter(53),0)/><Else/><Sheet(GCRankGridaniaMaleText,PlayerParameter(53),0)/></If><Else/><If(GreaterThan(PlayerParameter(54),0))><If(PlayerParameter(4))><Sheet(GCRankUldahFemaleText,PlayerParameter(54),0)/><Else/><Sheet(GCRankUldahMaleText,PlayerParameter(54),0)/></If><Else/></If></If></If>, c'est du bon travail<Indent/>! Voilà vos sceaux de compagnie.","Vous voulez que je vous propose des mandats de grande compagnie<Indent/>? Je suis désolée, mais je ne suis pas autorisée à confier des missions aux aventuriers qui n'ont pas encore prêté allégeance à l'une des trois or<SoftHyphen/>ga<SoftHyphen/>ni<SoftHyphen/>sa<SoftHyphen/>tions de l'Alliance éorzéenne.","0","0"
29,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Mon nom est Blue Herring. Je suis chargée de gérer des mandats de grande compagnie pour les Immortels.","Vous voulez que je vous propose des mandats de grande compagnie<Indent/>? Je suis désolée, mais je ne suis pas autorisée à confier des missions aux aventuriers qui n'ont pas encore accompli un seul mandat de guilde.","Vous avez vos ordres, <If(GreaterThan(PlayerParameter(52),0))><If(PlayerParameter(4))><Sheet(GCRankLimsaFemaleText,PlayerParameter(52),0)/><Else/><Sheet(GCRankLimsaMaleText,PlayerParameter(52),0)/></If><Else/><If(GreaterThan(PlayerParameter(53),0))><If(PlayerParameter(4))><Sheet(GCRankGridaniaFemaleText,PlayerParameter(53),0)/><Else/><Sheet(GCRankGridaniaMaleText,PlayerParameter(53),0)/></If><Else/><If(GreaterThan(PlayerParameter(54),0))><If(PlayerParameter(4))><Sheet(GCRankUldahFemaleText,PlayerParameter(54),0)/><Else/><Sheet(GCRankUldahMaleText,PlayerParameter(54),0)/></If><Else/></If></If></If>. Que les Douze vous protègent<Indent/>!","Vous voulez que je vous propose des mandats de grande compagnie<Indent/>? Je suis désolée, mais je ne suis pas autorisée à confier des missions aux aventuriers qui n'ont pas encore accompli un seul mandat de guilde.","Mes félicitations, <If(GreaterThan(PlayerParameter(52),0))><If(PlayerParameter(4))><Sheet(GCRankLimsaFemaleText,PlayerParameter(52),0)/><Else/><Sheet(GCRankLimsaMaleText,PlayerParameter(52),0)/></If><Else/><If(GreaterThan(PlayerParameter(53),0))><If(PlayerParameter(4))><Sheet(GCRankGridaniaFemaleText,PlayerParameter(53),0)/><Else/><Sheet(GCRankGridaniaMaleText,PlayerParameter(53),0)/></If><Else/><If(GreaterThan(PlayerParameter(54),0))><If(PlayerParameter(4))><Sheet(GCRankUldahFemaleText,PlayerParameter(54),0)/><Else/><Sheet(GCRankUldahMaleText,PlayerParameter(54),0)/></If><Else/></If></If></If>, vous avez fait du bon travail<Indent/>! Prenez vos sceaux de compagnie.","Vous voulez que je vous propose des mandats de grande compagnie<Indent/>? Je suis désolée, mais je ne suis pas autorisée à confier des missions aux aventuriers qui n'ont pas encore prêté allégeance à l'une des trois or<SoftHyphen/>ga<SoftHyphen/>ni<SoftHyphen/>sa<SoftHyphen/>tions de l'Alliance éorzéenne.","Vous voulez que je vous propose des mandats de grande compagnie<Indent/>? Je suis désolée, mais je ne suis pas autorisée à confier des missions aux recrues qui n'ont pas au moins le grade d'adjudant. Demandez une promotion et revenez me voir<Indent/>!","0"
30,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Mon nom est Haisie. Je suis chargée de gérer des mandats de grande compagnie pour l'ordre des Deux Vipères.","Vous voulez que je vous propose des mandats de grande compagnie<Indent/>? Je suis désolée, mais je ne suis pas autorisée à confier des missions aux aventuriers qui n'ont pas encore accompli un seul mandat de guilde.","Vous avez vos ordres, <If(GreaterThan(PlayerParameter(52),0))><If(PlayerParameter(4))><Sheet(GCRankLimsaFemaleText,PlayerParameter(52),0)/><Else/><Sheet(GCRankLimsaMaleText,PlayerParameter(52),0)/></If><Else/><If(GreaterThan(PlayerParameter(53),0))><If(PlayerParameter(4))><Sheet(GCRankGridaniaFemaleText,PlayerParameter(53),0)/><Else/><Sheet(GCRankGridaniaMaleText,PlayerParameter(53),0)/></If><Else/><If(GreaterThan(PlayerParameter(54),0))><If(PlayerParameter(4))><Sheet(GCRankUldahFemaleText,PlayerParameter(54),0)/><Else/><Sheet(GCRankUldahMaleText,PlayerParameter(54),0)/></If><Else/></If></If></If>. Que les Douze vous protègent<Indent/>!","Vous voulez que je vous propose des mandats de grande compagnie<Indent/>? Je suis désolée, mais je ne suis pas autorisée à confier des missions aux aventuriers débutants. Vous allez devoir vous entraîner davantage<Indent/>!","Mes félicitations, <If(GreaterThan(PlayerParameter(52),0))><If(PlayerParameter(4))><Sheet(GCRankLimsaFemaleText,PlayerParameter(52),0)/><Else/><Sheet(GCRankLimsaMaleText,PlayerParameter(52),0)/></If><Else/><If(GreaterThan(PlayerParameter(53),0))><If(PlayerParameter(4))><Sheet(GCRankGridaniaFemaleText,PlayerParameter(53),0)/><Else/><Sheet(GCRankGridaniaMaleText,PlayerParameter(53),0)/></If><Else/><If(GreaterThan(PlayerParameter(54),0))><If(PlayerParameter(4))><Sheet(GCRankUldahFemaleText,PlayerParameter(54),0)/><Else/><Sheet(GCRankUldahMaleText,PlayerParameter(54),0)/></If><Else/></If></If></If>, vous avez fait du bon travail<Indent/>! Prenez vos sceaux de compagnie.","Vous voulez que je vous propose des mandats de grande compagnie<Indent/>? Je suis désolée, mais je ne suis pas autorisée à confier des missions aux aventuriers qui n'ont pas encore prêté allégeance à l'une des trois or<SoftHyphen/>ga<SoftHyphen/>ni<SoftHyphen/>sa<SoftHyphen/>tions de l'Alliance éorzéenne.","Vous voulez que je vous propose des mandats de grande compagnie<Indent/>? Je suis désolée, mais je ne suis pas autorisée à confier des missions aux recrues qui n'ont pas au moins le grade d'adjudant. Demandez une promotion et revenez me voir<Indent/>!","0"
31,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Mon nom est Lodille. Je suis chargée de gérer des mandats de grande compagnie pour l'ordre des Deux Vipères.","Vous voulez que je vous propose des mandats de grande compagnie<Indent/>? Je suis désolée, mais je ne suis pas autorisée à confier des missions aux aventuriers qui n'ont pas encore accompli un seul mandat de guilde.","Vous avez vos ordres, <If(GreaterThan(PlayerParameter(52),0))><If(PlayerParameter(4))><Sheet(GCRankLimsaFemaleText,PlayerParameter(52),0)/><Else/><Sheet(GCRankLimsaMaleText,PlayerParameter(52),0)/></If><Else/><If(GreaterThan(PlayerParameter(53),0))><If(PlayerParameter(4))><Sheet(GCRankGridaniaFemaleText,PlayerParameter(53),0)/><Else/><Sheet(GCRankGridaniaMaleText,PlayerParameter(53),0)/></If><Else/><If(GreaterThan(PlayerParameter(54),0))><If(PlayerParameter(4))><Sheet(GCRankUldahFemaleText,PlayerParameter(54),0)/><Else/><Sheet(GCRankUldahMaleText,PlayerParameter(54),0)/></If><Else/></If></If></If>. Que Nophica soit avec vous<Indent/>!","Vous voulez que je vous propose des mandats de grande compagnie<Indent/>? Je suis désolée, mais je ne suis pas autorisée à confier des missions aux aventuriers trop peu aguerris. L'Arête blanche est une région dangereuse, voyez-vous.","Mes félicitations, <If(GreaterThan(PlayerParameter(52),0))><If(PlayerParameter(4))><Sheet(GCRankLimsaFemaleText,PlayerParameter(52),0)/><Else/><Sheet(GCRankLimsaMaleText,PlayerParameter(52),0)/></If><Else/><If(GreaterThan(PlayerParameter(53),0))><If(PlayerParameter(4))><Sheet(GCRankGridaniaFemaleText,PlayerParameter(53),0)/><Else/><Sheet(GCRankGridaniaMaleText,PlayerParameter(53),0)/></If><Else/><If(GreaterThan(PlayerParameter(54),0))><If(PlayerParameter(4))><Sheet(GCRankUldahFemaleText,PlayerParameter(54),0)/><Else/><Sheet(GCRankUldahMaleText,PlayerParameter(54),0)/></If><Else/></If></If></If>, vous avez fait du bon travail<Indent/>! Prenez vos sceaux de compagnie.","Vous voulez que je vous propose des mandats de grande compagnie<Indent/>? Je suis désolée, mais je ne suis pas autorisée à confier des missions aux aventuriers qui n'ont pas encore prêté allégeance à l'une des trois or<SoftHyphen/>ga<SoftHyphen/>ni<SoftHyphen/>sa<SoftHyphen/>tions de l'Alliance éorzéenne.","Vous voulez que je vous propose des mandats de grande compagnie<Indent/>? Je suis désolée, mais je ne suis pas autorisée à confier des missions aux recrues qui n'ont pas au moins le grade d'adjudant. Demandez une promotion et revenez me voir<Indent/>!","0"
